"source","dat","site","singletons","s0","n0","sim","nparts","real_po","real_r2","best_po_sim","sim_pos_from_best","sim_r2_from_best","sim_r2_from_best_median","ncomparisons","real_po_percentile","real_po_percentile_excl","real_r2_percentile","real_r2_percentile_excl"
"observed","misc_abund_short","5_jacknife_8",FALSE,6,37,-99,"1360",0.0810810810810811,0.752860411899314,1163,0.136252477126112,0.497690010765179,0.819209611339919,1282,25.2730109204368,9.82839313572543,35.0234009360374,34.9453978159126
"observed","misc_abund_short","5_jacknife_9",FALSE,8,37,-99,"2104",0.135135135135135,0.498795180722892,1224,0.130557611832067,0.621527181037448,0.83547557840617,1789,68.921185019564,52.0402459474567,12.9681386249301,12.9122414756847
"observed","misc_abund_short","6_jacknife_1",FALSE,5,31,-99,"427",0.0967741935483871,0.898989898989899,163,0.133130929791271,0.346007361569025,0.827586206896552,425,44.7058823529412,20.2352941176471,73.6470588235294,73.4117647058823
"observed","misc_abund_short","6_jacknife_10",FALSE,5,31,-99,"427",0.129032258064516,0.836795252225519,416,0.133045585339997,0.347315595267518,0.828176665092111,426,66.1971830985916,44.8356807511737,54.9295774647887,54.6948356807512
"observed","misc_abund_short","6_jacknife_2",FALSE,5,31,-99,"427",0.129032258064516,0.84149855907781,425,0.133045585339997,0.347315595267518,0.828176665092111,426,66.1971830985916,44.8356807511737,56.5727699530516,56.3380281690141
"observed","misc_abund_short","6_jacknife_3",FALSE,5,31,-99,"427",0.225806451612903,0.714003944773176,130,0.133045585339997,0.347315595267518,0.828176665092111,426,93.4272300469484,88.0281690140845,28.6384976525822,28.4037558685446
"observed","misc_abund_short","6_jacknife_4",FALSE,6,31,-99,"612",0.161290322580645,0.836306400839454,187,0.133322739551883,0.438965772885442,0.81605049594229,609,82.1018062397373,66.0098522167488,58.7848932676519,58.6206896551724
"observed","misc_abund_short","6_jacknife_5",FALSE,5,31,-99,"427",0.0967741935483871,0.878048780487805,378,0.133045585339997,0.347315595267518,0.828176665092111,426,44.8356807511737,20.18779342723,67.8403755868545,67.6056338028169
"observed","misc_abund_short","6_jacknife_6",FALSE,5,31,-99,"427",0.161290322580645,0.821428571428571,121,0.133045585339997,0.347315595267518,0.828176665092111,426,80.7511737089202,66.1971830985916,48.8262910798122,48.5915492957746
"observed","misc_abund_short","6_jacknife_7",FALSE,5,31,-99,"427",0.0967741935483871,0.917218543046358,35,0.133045585339997,0.347315595267518,0.828176665092111,426,44.8356807511737,20.18779342723,80.5164319248826,80.2816901408451
