"source","dat","site","singletons","s0","n0","sim","nparts","real_po","real_r2","best_po_sim","sim_pos_from_best","sim_r2_from_best","sim_r2_from_best_median","ncomparisons","real_po_percentile","real_po_percentile_excl","real_r2_percentile","real_r2_percentile_excl"
"observed","mcdb","1792_jacknife_1",FALSE,3,14,-99,"16",0.142857142857143,0.25,1,0.133333333333333,-0.861445699018214,0.769230769230769,15,80,40,26.6666666666667,20
"observed","mcdb","1792_jacknife_10",FALSE,3,14,-99,"16",0.214285714285714,-20,5,0.133333333333333,-0.861445699018214,0.769230769230769,15,93.3333333333333,80,6.66666666666667,0
"observed","mcdb","1792_jacknife_2",FALSE,3,14,-99,"16",0.214285714285714,-20,1,0.133333333333333,-0.861445699018214,0.769230769230769,15,93.3333333333333,80,6.66666666666667,0
"observed","mcdb","1792_jacknife_3",FALSE,3,14,-99,"16",0.142857142857143,-0.285714285714286,16,0.133333333333333,-0.861445699018214,0.769230769230769,15,80,40,20,13.3333333333333
"observed","mcdb","1792_jacknife_4",FALSE,3,14,-99,"16",0,1,-99,0.128571428571429,-0.856794536227516,0.769230769230769,15,6.66666666666667,0,100,93.3333333333333
"observed","mcdb","1792_jacknife_5",FALSE,3,14,-99,"16",0.142857142857143,-0.285714285714286,7,0.133333333333333,-0.861445699018214,0.769230769230769,15,80,40,20,13.3333333333333
"observed","mcdb","1792_jacknife_6",FALSE,3,14,-99,"16",0.142857142857143,-2,14,0.133333333333333,-0.861445699018214,0.769230769230769,15,80,40,13.3333333333333,6.66666666666667
"observed","mcdb","1792_jacknife_7",FALSE,3,14,-99,"16",0.0714285714285714,0.842105263157895,12,0.133333333333333,-0.861445699018214,0.769230769230769,15,40,0,66.6666666666667,60
"observed","mcdb","1792_jacknife_8",FALSE,3,14,-99,"16",0.0714285714285714,0.842105263157895,11,0.133333333333333,-0.861445699018214,0.769230769230769,15,40,0,66.6666666666667,60
"observed","mcdb","1792_jacknife_9",FALSE,3,14,-99,"16",0.214285714285714,-20,1,0.133333333333333,-0.861445699018214,0.769230769230769,15,93.3333333333333,80,6.66666666666667,0
"observed","mcdb","1801_jacknife_1",FALSE,1,3,-99,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"observed","mcdb","1836_jacknife_1",FALSE,4,42,-99,"551",0.0714285714285714,0.930348258706468,118,0.134443577066528,-0.0173329167099071,0.819314641744548,549,22.9508196721311,9.83606557377049,81.9672131147541,81.6029143897996
"observed","mcdb","1836_jacknife_10",FALSE,4,42,-99,"551",0.0952380952380952,0.892682926829268,323,0.134025974025974,-0.0715473381621548,0.822849807445443,550,37.8181818181818,22.1818181818182,69.2727272727273,69.0909090909091
"observed","mcdb","1836_jacknife_2",FALSE,4,42,-99,"551",0.0476190476190476,0.974683544303797,334,0.134025974025974,-0.0715473381621548,0.822849807445443,550,9.63636363636364,2.18181818181818,96.1818181818182,95.8181818181818
"observed","mcdb","1836_jacknife_3",FALSE,4,42,-99,"551",0.119047619047619,0.846808510638298,152,0.134415584415584,-0.0161590048903059,0.819246361968164,550,52.5454545454546,38,56.5454545454545,56.3636363636364
"observed","mcdb","1836_jacknife_4",FALSE,4,42,-99,"551",0.0714285714285714,0.961685823754789,539,0.134415584415584,-0.0161590048903059,0.819246361968164,550,22.9090909090909,9.81818181818182,92.5454545454545,92.3636363636364
"observed","mcdb","1836_jacknife_5",FALSE,4,42,-99,"551",0.119047619047619,0.777777777777778,40,0.134833897128979,0.103617462977716,0.819951338199513,549,56.8306010928962,40.6193078324226,40.9836065573771,40.6193078324226
"observed","mcdb","1836_jacknife_6",FALSE,4,42,-99,"551",0.0476190476190476,0.974683544303797,292,0.134025974025974,-0.0715473381621548,0.822849807445443,550,9.63636363636364,2.18181818181818,96.1818181818182,95.8181818181818
"observed","mcdb","1836_jacknife_7",FALSE,4,42,-99,"551",0.119047619047619,0.851528384279476,283,0.133879781420765,-0.0730726246302489,0.824561403508772,549,55.3734061930783,37.8870673952641,56.6484517304189,56.4663023679417
"observed","mcdb","1836_jacknife_8",FALSE,4,42,-99,"551",0.0714285714285714,0.940928270042194,385,0.134718614718615,0.105158557612657,0.820001376040631,550,23.6363636363636,9.81818181818182,87.2727272727273,87.0909090909091
"observed","mcdb","1836_jacknife_9",FALSE,4,42,-99,"551",0.0714285714285714,0.953177257525084,272,0.134025974025974,-0.0715473381621548,0.822849807445443,550,22.1818181818182,9.63636363636364,89.0909090909091,88.9090909090909
"observed","mcdb","1891_jacknife_1",FALSE,1,3,-99,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"observed","mcdb","1894_jacknife_1",FALSE,1,3,-99,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"observed","mcdb","1155_jacknife_1",FALSE,4,51,-99,"972",0.0980392156862745,0.822441430332922,868,0.135388465009435,-0.322463288582842,0.825002743455793,956,36.5062761506276,24.2677824267782,49.6861924686192,49.581589958159
