"sim1","sim2","r2","r2_log","cd","prop_off","div","n0"
1849,3605,0.738019282732061,0.759755763796665,0.738024619510361,0.178335535006605,0.084884366744389,757
2585,3566,0.954056531143454,0.863338777019451,0.954099975756402,0.0647291941875826,0.0176823286611712,757
1631,2677,0.46167061248888,0.89358401450318,0.788777940059847,0.179656538969617,0.0870905799881093,757
138,2010,0.845687272980066,0.91016750552441,0.906768621390376,0.083223249669749,0.0258052706781064,757
1874,2054,0.822042095725533,0.842679802307261,0.856420286223984,0.155878467635403,0.0592607003430315,757
669,946,0.946621569896514,0.776358015972791,0.950603173133298,0.0647291941875826,0.0237193764632572,757
1247,3248,0.418670952237148,0.72842583616111,0.443546209697236,0.253632760898283,0.200699541625333,757
1680,1797,0.165628766572921,0.780312412921119,0.60223436589574,0.239101717305152,0.14068047584712,757
485,3789,0.814269945614043,0.522038461989137,0.966539446392311,0.14663143989432,0.0847182020895163,757
2687,3537,0.740231763482395,0.925398838958407,0.881229776119256,0.125495376486129,0.0500552225689291,757
2387,3815,0.844187373819117,0.690161645927165,0.915044419212373,0.133421400264201,0.0815241558363997,757
1009,2394,0.812830718491096,0.716252080360117,0.86585072182062,0.126816380449141,0.05369534455397,757
1420,2954,0.779863342965944,0.810631390934071,0.885085456312621,0.128137384412153,0.0544395904141159,757
461,595,0.836640679353972,0.888087151160333,0.860142103510787,0.130779392338177,0.0513639310082487,757
771,3941,0.724857156575599,0.85367174689915,0.766181996730951,0.204755614266843,0.0960173249333824,757
490,3998,0.641854908351892,0.827674774751113,0.870586541546453,0.133421400264201,0.0541170979784623,757
637,1790,0.955716607141305,0.912884622012447,0.962689722651948,0.0766182298546896,0.0223958870541942,757
555,1821,0.470440710981252,0.905053102223391,0.785608809395555,0.162483487450462,0.0674685242284692,757
990,1831,0.573021451945219,0.823224018140611,0.76457586074598,0.180977542932629,0.0876812042673199,757
451,3351,0.95266212265314,0.876257766691561,0.959752282213143,0.0700132100396301,0.0167318130897523,757
221,3248,0.572090835445684,0.74699792344092,0.661525256841127,0.247027741083223,0.154468902833441,757
1175,2200,0.929187894570236,0.940812604635522,0.930598754526409,0.0752972258916777,0.016314641889134,757
2149,2940,0.518241234296735,0.659647050027291,0.689133502425104,0.249669749009247,0.161768076213753,757
1054,2692,0.671793799317732,0.55146422222993,0.834792186271228,0.248348745046235,0.188269128482722,757
2016,3765,0.944286682539407,0.837864248338413,0.977359619932275,0.0845442536327609,0.0323905707092017,757
901,2712,0.928066806644773,0.822643717257708,0.937782409037261,0.0845442536327609,0.0342306941356209,757
195,3595,0.866403646301865,0.808153318091544,0.867710850419242,0.154557463672391,0.0636439252145985,757
2283,3817,0.836095185880422,0.706933614078057,0.92744223766508,0.147952443857332,0.074271835141913,757
872,1098,0.698192225242547,0.926669597895973,0.777637328679203,0.169088507265522,0.0618770441554765,757
240,1511,0.896252750500838,0.754334228133358,0.897016612575738,0.100396301188904,0.0373750183948962,757
2970,3310,0.79826467258703,0.501290253163317,0.876981916287227,0.177014531043593,0.101034491551153,757
909,1744,0.740285168785799,0.545111630592364,0.740772459106086,0.169088507265522,0.0887893977967536,757
51,3634,0.908848407547222,0.784278747988869,0.911446721837426,0.117569352708058,0.0508716627159453,757
2046,2749,0.931022835227473,0.87182344782927,0.938241321856804,0.0752972258916777,0.0218255801680248,757
