"sim1","sim2","r2","r2_log","cd","prop_off","div","n0"
1840,2430,0.848893064645025,0.847145660174852,0.891485498387305,0.132756132756133,0.0627898932786478,693
1083,2650,0.0345752545093566,0.420340636136451,0.89138746098243,0.207792207792208,0.126650693081932,693
3136,3427,0.891410055398767,0.908529144481742,0.913090027356955,0.108225108225108,0.033195591795923,693
437,3329,0.967020617753333,0.930766695697261,0.969122589491105,0.0634920634920635,0.0147282699999854,693
2776,3875,0.912841703253273,0.930315939454923,0.914650674725727,0.0952380952380952,0.0269623229006651,693
174,2841,-0.387191010472609,0.767352564996165,0.686683945150664,0.204906204906205,0.137689243778068,693
989,3010,0.87295442760151,0.595543738280239,0.882650047555062,0.199134199134199,0.120228524194023,693
212,695,0.977320675105485,0.962004565585651,0.978350309286349,0.0562770562770563,0.0123632087375838,693
602,3520,0.875549016428749,0.891232091586263,0.88540421423576,0.142857142857143,0.0562461586360868,693
2359,2903,0.943784260019113,0.794216073164825,0.973580290859217,0.0966810966810967,0.0565443831972322,693
1504,3797,0.708569519832985,0.794479716094259,0.930439151692787,0.161616161616162,0.0799509972016957,693
930,1259,0.795166579350758,0.929808352885514,0.873999008579072,0.144300144300144,0.0618863400028928,693
1117,2647,0.924912689173457,0.888204074054248,0.93714813158999,0.0894660894660895,0.0290734665677561,693
958,3277,0.939732373378971,0.856700577545182,0.940834656429874,0.0923520923520924,0.0346721439818819,693
1903,2286,0.865317333776646,0.851200293580307,0.965501888844313,0.134199134199134,0.0467437134032834,693
3052,3714,0.862966321671544,0.760271148522188,0.971927377094025,0.131313131313131,0.0594879783176115,693
1569,1868,0.847994622218646,0.798377323601712,0.929374886450253,0.154401154401154,0.0615968543839919,693
1234,3832,0.935785962512735,0.952631445037087,0.944980482930309,0.0678210678210678,0.0156857397871486,693
389,2824,0.894010374486571,0.850924241037684,0.916658451341668,0.161616161616162,0.0857568501957338,693
412,1012,0.826883832130812,0.919849953575485,0.948568457584859,0.115440115440115,0.0436654509320444,693
1806,2087,0.581568881685575,0.742232542479839,0.896330996737017,0.186147186147186,0.097468649933051,693
299,2143,0.928242785804985,0.939713685812787,0.945546665330765,0.0981240981240981,0.043291256246066,693
242,1857,0.919224190236562,0.840741165276188,0.926949340656919,0.106782106782107,0.0341246962633354,693
3788,3958,0.862373542387713,0.90489754356818,0.868839739779523,0.115440115440115,0.0399901300499948,693
568,3919,0.629653914415303,0.728862954825262,0.808876700679175,0.126984126984127,0.0612233593004335,693
2470,3375,0.88103960889468,0.790089357540441,0.933405241959551,0.12987012987013,0.0573861048359505,693
1557,2377,0.626190809551291,0.837514718580382,0.710045759400432,0.19047619047619,0.132353946566279,693
123,1745,0.880564912005849,0.80780468776423,0.958795116213823,0.124098124098124,0.05323397832227,693
1053,3836,0.816106696773087,0.287114397312705,0.978450380654547,0.158730158730159,0.128651716164266,693
2441,2596,0.933616196148246,0.90543692355234,0.935566612124847,0.0937950937950938,0.0255998961486948,693
2447,3888,0.945279322819109,0.953459011231649,0.945760106080669,0.0808080808080808,0.0205168240889842,693
183,236,0.892477035073208,0.832474760069904,0.94670833622964,0.13997113997114,0.060146811485644,693
1557,3713,0.761382767652553,0.886254755316957,0.866476030305787,0.154401154401154,0.0779558297302292,693
2672,2764,0.924801340306308,0.847763410532873,0.949368940305336,0.0937950937950938,0.0353147448974949,693
1868,3510,0.873737575505769,0.794778804649213,0.883285217016822,0.121212121212121,0.0479180235228761,693
1560,3682,0.625848198259171,0.747649650359524,0.757092174909034,0.238095238095238,0.140132257442292,693
2575,3100,0.410982705673186,0.715947892200775,0.900059452205454,0.197691197691198,0.102738751390759,693
2140,3003,0.607763273711657,0.745659516033564,0.88333088964287,0.154401154401154,0.0968147195093911,693
2918,3053,0.952234682739768,0.935976554693025,0.957516377751292,0.0634920634920635,0.0155473085642641,693
1611,2094,0.559527785417731,0.873940754972742,0.603576353855117,0.191919191919192,0.150527440314355,693
2003,3957,0.841052229195352,0.921740725203143,0.871010917577293,0.121212121212121,0.0427082487262286,693
653,2484,0.964427490563978,0.915075268030059,0.964875727153116,0.0779220779220779,0.0225072227659085,693
606,1397,0.856769975288303,0.928025038132527,0.882836362245517,0.0966810966810967,0.0264918003039511,693
1178,1315,0.788583079423348,0.911410300829582,0.814162248552234,0.147186147186147,0.062154949106112,693
2215,3618,0.561862103157643,0.618342760753396,0.912482585044459,0.171717171717172,0.118473424144243,693
556,3591,0.790850931398027,0.884866786432659,0.855348365097582,0.125541125541126,0.0426839045436987,693
276,983,0.678432637112243,0.906434929918378,0.834397718988798,0.17027417027417,0.0864003315776516,693
3758,3830,0.821213467555887,0.925596142857671,0.873656988918995,0.125541125541126,0.0470459153912535,693
2453,3343,0.932318687851275,0.59370518026765,0.950802598965053,0.111111111111111,0.0638656580893422,693
480,2580,0.855914592965868,0.945728151803049,0.929201914853912,0.0923520923520924,0.0219479190317961,693
2513,3747,0.80306660413288,0.92090033710065,0.851433887880016,0.134199134199134,0.0483083512448599,693
2571,2647,0.957523247848674,0.822107078911336,0.960407347462177,0.101010101010101,0.0359648890868975,693
263,2487,0.920169411059194,0.930502018934188,0.922837530291819,0.0894660894660895,0.0276410953278984,693
3669,3910,0.962711045355099,0.814898363393284,0.966038889010793,0.0735930735930736,0.0258375503220315,693
1633,2243,0.883971937398813,0.947887683008007,0.884005244005234,0.106782106782107,0.0333991127776796,693
193,1661,0.670113585348904,0.849230589920354,0.75278300498219,0.18037518037518,0.09194809065884,693
1038,3017,0.942059977944849,0.654726396324924,0.971972152446516,0.112554112554113,0.0681242474108705,693
2176,2599,0.808858658788014,0.795999097868167,0.912227186475193,0.178932178932179,0.0790633280587597,693
1075,3644,0.946201860954816,0.850233016515975,0.947521044051771,0.0894660894660895,0.0282226496647925,693
3124,3780,0.881377781215356,0.90995629221431,0.896562515826847,0.0937950937950938,0.0297803086811696,693
1807,2719,0.664173754180632,0.919908574633857,0.766621344797215,0.12987012987013,0.0490626984951515,693
349,1042,0.954183537069684,0.91367065468946,0.955287015027788,0.0793650793650794,0.0225817523241962,693
1703,1745,0.853477164049851,0.829842560451813,0.861232275702201,0.131313131313131,0.049829524478338,693
2694,3576,0.919985887342307,0.747832898156503,0.931418236456879,0.132756132756133,0.0587662933859709,693
759,1797,0.944576258143949,0.822655670543009,0.947018043238408,0.0822510822510823,0.0419651708087153,693
1097,1238,0.908053909575596,0.603656683716671,0.934138595152283,0.13997113997114,0.0889233296937421,693
484,593,0.923951900481306,0.890092362186343,0.942580388495381,0.115440115440115,0.0373946653445451,693
767,3595,0.951804158319791,0.844761081856296,0.964368444233822,0.0851370851370851,0.0348815731441475,693
171,1595,0.926472828976105,0.759486517601025,0.976253224786163,0.105339105339105,0.0419831716357539,693
702,1505,0.913069092645477,0.958499436121746,0.923101083893027,0.0923520923520924,0.0259697250198211,693
150,3408,0.586179770324516,0.533208168224899,0.960836396693782,0.167388167388167,0.0898513186073126,693
208,2733,0.747292236397193,0.792263943639911,0.820352176622131,0.152958152958153,0.0637633332004527,693
811,3896,0.900464992963922,0.885359929521716,0.95488601106763,0.102453102453102,0.0296183724765806,693
342,1983,0.711564144071226,0.92232116088186,0.885933966563306,0.11976911976912,0.043120664941579,693
1918,2936,0.909399731095869,0.869507920020684,0.915919282030094,0.118326118326118,0.0459448448538145,693
750,1316,0.846399527186761,0.928278953979248,0.866933106341141,0.0966810966810967,0.0395109823542048,693
429,3370,0.656973939245178,0.900018277623844,0.74998610829245,0.151515151515152,0.0620089990316166,693
458,3670,0.930784340143097,0.921003814433504,0.930945895081688,0.101010101010101,0.0286244795436655,693
1805,3744,0.96249640121258,0.950063553567326,0.971427054666644,0.062049062049062,0.0128616396986045,693
1185,1566,0.858468417874651,0.900734607375461,0.859004631484412,0.163059163059163,0.0660604959169701,693
2157,3248,0.94280892225147,0.950998556774539,0.94320032670872,0.0865800865800866,0.0237428147682816,693
136,2717,0.70775100511446,0.922896216138096,0.908012684605187,0.124098124098124,0.0414552842495001,693
48,3749,0.866837978520129,0.912568004746652,0.901083270160126,0.0937950937950938,0.0292119174868838,693
351,368,0.950104936982869,0.916060227859749,0.956688499077337,0.0909090909090909,0.0291308075025769,693
529,3892,0.885087986324946,0.894980971995317,0.888280918333065,0.111111111111111,0.0329359766652941,693
2840,2862,0.923597781306819,0.831873587823604,0.935817411476399,0.102453102453102,0.0331648323619108,693
1807,2242,0.93317902750938,0.857576568497677,0.958940612234509,0.0909090909090909,0.026854344457473,693
2215,3068,0.747666387430975,0.886357726720905,0.884798138145971,0.121212121212121,0.0436048146228418,693
297,3910,0.815507711337018,0.832719210332544,0.886594306123907,0.134199134199134,0.0538798537693077,693
2781,3368,0.845466492913915,0.113934266848059,0.869516982377158,0.178932178932179,0.151976813568505,693
2642,3211,0.726651507503314,0.79666963106543,0.797128776484351,0.200577200577201,0.104998775383052,693
3054,3266,0.788628618959457,0.894384418839348,0.816795036251255,0.144300144300144,0.0580220602479982,693
1483,2182,0.816885139594937,0.861125311589446,0.850096714452618,0.128427128427128,0.0544005835858467,693
3078,3972,0.900894072515778,0.969099779614533,0.914440834634861,0.0836940836940837,0.0226691655850107,693
994,1146,0.910780154924382,0.837616865983221,0.946438968122287,0.122655122655123,0.0500763287329132,693
1089,1993,0.860403022503139,0.858672777424875,0.909428485313453,0.11976911976912,0.0485278445824335,693
2544,3603,0.747545933862858,0.821694966912932,0.869163062996281,0.131313131313131,0.0753328387180959,693
1326,3528,0.898727785683264,0.959852625637259,0.957042331566863,0.0865800865800866,0.0222165009539233,693
2477,2925,0.525514185180278,0.49980807920129,0.92060874038034,0.177489177489178,0.0956825373742178,693
2419,2890,0.841061109817699,0.902778307363164,0.887892128217889,0.147186147186147,0.0580080020795661,693
531,2957,0.969493302527366,0.924029873092889,0.978651497356676,0.0735930735930736,0.0210036985152047,693
271,1894,0.908248148181564,0.80344627375603,0.937673119472066,0.0981240981240981,0.0479091072110495,693
904,2210,0.939913632564876,0.817172261087253,0.940370897751112,0.103896103896104,0.0408146707569891,693
1576,2467,0.823621085178536,0.70706148804237,0.871940133909081,0.111111111111111,0.0498755440141883,693
788,3905,0.877817726738848,0.800258929151508,0.92935473558797,0.0909090909090909,0.0502631961404285,693
31,772,-0.480934809348094,0.681213870588981,0.639880509481402,0.24963924963925,0.158640325412337,693
179,3675,0.8135960591133,0.755432984259209,0.843164204871553,0.147186147186147,0.0548736411876638,693
634,3292,0.946112079842357,0.926218809465135,0.956726645900087,0.0779220779220779,0.0205789341844086,693
2206,3684,0.847854978601856,0.814366183777183,0.864520660139821,0.106782106782107,0.0523843254937222,693
1865,2107,0.836834706998395,0.809635062843707,0.841875881946227,0.138528138528139,0.0596181341133168,693
919,3322,0.90060184510298,0.871817458549481,0.907755284830356,0.125541125541126,0.0463839539427723,693
2934,3217,0.948194222633157,0.86185266059342,0.95224937715443,0.0663780663780664,0.0229792338531455,693
565,2188,0.845571300308389,0.839593588783677,0.947273833571255,0.125541125541126,0.0482414502014658,693
2897,3177,0.691141458802912,0.681160936879851,0.898462277487948,0.158730158730159,0.131002801127154,693
1216,3117,0.301925620141146,0.336356308850602,0.892030022104622,0.223665223665224,0.173921024964756,693
798,2473,0.786331301535652,0.925920795995587,0.828687470703701,0.132756132756133,0.05529251739158,693
344,3335,0.952490667068894,0.945671809823028,0.959547259069165,0.0779220779220779,0.0168596792566169,693
921,1617,0.898141772656213,0.868104305924256,0.923819300222643,0.0966810966810967,0.0296523057681719,693
1486,2894,0.883886828953732,0.867126098225777,0.910855977012194,0.115440115440115,0.040995157921656,693
3812,3977,0.798528016140057,0.77073569699519,0.921831618080845,0.128427128427128,0.062505063663878,693
1207,3397,0.905112124784732,0.900977266628798,0.93281075378023,0.101010101010101,0.0326862584361665,693
1752,3669,0.943974395709551,0.874290162419482,0.965424531860006,0.0851370851370851,0.0227883870096552,693
56,1842,0.38729220181263,0.781389542789279,0.815985046224621,0.229437229437229,0.137540120282405,693
360,2729,0.675555780240891,0.947306774985203,0.867213127820208,0.138528138528139,0.0552252027209383,693
2463,2923,0.888988201280655,0.952117328433209,0.919467312641904,0.126984126984127,0.0419542186103748,693
446,3845,0.792315468489344,0.818134428034461,0.804514459028458,0.135642135642136,0.0641417687566167,693
1770,3952,0.843072607648476,0.749067289644647,0.905618439488839,0.142857142857143,0.0688471421093973,693
2599,3217,0.828802839746803,0.849070091854653,0.829107481889395,0.152958152958153,0.0610648211959628,693
49,3357,0.946598692436253,0.937197508630528,0.95338929314089,0.0591630591630592,0.0167532979820325,693
254,3749,0.874808960782961,0.779672871771039,0.897441909377289,0.124098124098124,0.0610509715493574,693
2166,2956,0.80497680157089,0.847444586632159,0.915358512013233,0.10966810966811,0.0818366808049167,693
1666,1981,0.912938340352092,0.913715605430824,0.935711613432741,0.103896103896104,0.0349610324296547,693
1254,2309,0.83443108739907,0.775166413498844,0.884589659999288,0.145743145743146,0.0613309475525754,693
2570,3171,0.943626990987387,0.830709971595947,0.944216428968817,0.11976911976912,0.0500896871972228,693
1829,2105,0.947115533871611,0.959836514236617,0.947224507662227,0.0836940836940837,0.0208583925681637,693
1084,1105,0.409377280293022,0.771504911229395,0.783417655714598,0.144300144300144,0.0701102499128578,693
2039,3736,0.91331421915599,0.901869561512636,0.922407408770043,0.103896103896104,0.0310827463869162,693
2111,3272,0.791540881555608,0.710301587062148,0.879165854767835,0.220779220779221,0.137941540571334,693
761,3360,0.833184672906332,0.839484684924759,0.833193431757164,0.165945165945166,0.0742084156072848,693
571,2270,0.62088823682659,0.596574970402609,0.859333084348134,0.173160173160173,0.114374374061872,693
2215,3047,0.979600123091652,0.934028967064957,0.980674905665792,0.0548340548340548,0.0149954407775892,693
434,1412,0.891035409118102,0.916222346272708,0.927643633433428,0.111111111111111,0.0366595810019106,693
1451,2166,0.972150365169288,0.977109722656121,0.974732914542441,0.0548340548340548,0.0111221983916124,693
1329,3807,0.973869007427414,0.861974650567739,0.973869885441945,0.0692640692640693,0.0205393925341011,693
90,1513,0.719536624978998,0.855749053293181,0.859244222581284,0.134199134199134,0.0480600621069178,693
2022,3450,0.550037071074351,0.848975984111892,0.851716804059957,0.177489177489178,0.0770829258255978,693
1956,2749,0.94813812130243,0.934204741993295,0.952370602915371,0.0721500721500721,0.0182601131606484,693
2707,3015,0.913912640413424,0.919684830167674,0.921228273268722,0.105339105339105,0.0302120774438841,693
1518,2645,0.886991465511501,0.930274461069606,0.890350079977197,0.125541125541126,0.043214164295307,693
2367,3508,0.893253792450236,0.906672611572792,0.896769526192742,0.115440115440115,0.0326452812168258,693
2245,3809,0.944202590648527,0.895490473055678,0.969065153618087,0.0894660894660895,0.029501008629475,693
2185,2254,0.964179950716357,0.921408675953446,0.965559946017299,0.0678210678210678,0.0196139396836783,693
998,1947,0.63271708867517,0.9273224420418,0.715995405194556,0.125541125541126,0.0558803916910813,693
2066,3542,0.896003166076974,0.757183882139419,0.955602127979072,0.126984126984127,0.0524119855618617,693
2480,3189,0.50213313137147,0.880652435374352,0.830282084626132,0.155844155844156,0.0693475025001475,693
2744,3595,0.931128026692397,0.951563107760709,0.931449143995537,0.0937950937950938,0.0246851468807787,693
1128,3534,0.900894566193992,0.841382077169704,0.957556244723203,0.116883116883117,0.0440085333590126,693
124,3005,0.505355668897997,0.889614428685509,0.856878577404179,0.148629148629149,0.0658894478117975,693
136,486,0.830060443617865,0.919295219018478,0.922969970607094,0.0836940836940837,0.0263343990428751,693
1513,1975,0.660057096353326,0.732764789192615,0.732979233061478,0.157287157287157,0.0797252214508558,693
2895,3558,0.934632077407782,0.821985475813382,0.934632427866339,0.0995670995670996,0.0370287209544177,693
633,2515,0.924901171448966,0.903395114428239,0.937376934151395,0.115440115440115,0.0356739552994886,693
707,3433,0.645076906519538,0.8053943899204,0.760222895697894,0.147186147186147,0.0965233559603315,693
4,1335,0.933977857935219,0.957056992841645,0.940174956881589,0.088023088023088,0.0252760889461977,693
