"sim","source","dat","site","singletons","s0","n0","nparts","skew","shannon","simpson","nsingletons","prop_off_actual","mean_po_comparison","n_po_comparisons","skew_percentile","shannon_percentile","simpson_percentile","skew_percentile_excl","simpson_percentile_excl","nsingletons_percentile","nsingletons_percentile_excl","nsingletons_mean","nsingletons_95","nsingeltons_median","mean_prop_off_actual","prop_off_actual_2p5","prop_off_actual_97p5","prop_off_actual_5","prop_off_actual_95","mean_po_comparison_percentile","mean_po_comparison_sims","skew_range","simpson_range","nsamples","skew_unique","simpson_unique","shannon_unique","skew_2p5","skew_97p5","skew_95","skew_min","simpson_max","shannon_min","shannon_2p5","shannon_97p5","shannon_max","shannon_5","shannon_range","simpson_2p5","simpson_5","simpson_97p5","mean_po_comparison_95","mean_po_comparison_min","mean_po_comparison_max","skew_95_ratio_2t","simpson_95_ratio_2t","skew_95_ratio_1t","simpson_95_ratio_1t","shannon_95_ratio_2t","shannon_95_ratio_1t","mean_po_comparison_95_ratio_1t"
-99,"observed","fia_short","12023000016_jacknife_1",FALSE,10,34,"1204",1.40378965234164,1.99297610636153,0.821799307958478,2,0,0.147823529411765,500,70.0773860705073,46.5176268271711,41.7884780739467,69.9914015477214,40.8426483233018,39.0369733447979,23.731728288908,3.19432502149613,7,3,0.145086237418441,0.0588235294117647,0.264705882352941,0.0588235294117647,0.235294117647059,14.5313843508169,0.179850943300794,3.68753108020539,0.44636678200692,1163,1133,186,997,-0.229734587148263,2.17859711300459,2.09741187325838,-1.41069116488416,0.897923875432526,1.15954006515425,1.56566723619041,2.23156709562841,2.29236843714721,1.6646753486693,1.13282837199296,0.664532871972318,0.707785467128028,0.885813148788927,0.252641176470588,0.127705882352941,0.432588235294118,0.65310139705147,0.495736434108527,0.951341958030939,0.425968992248062,0.587820605398943,0.554093721517254,0.409781979548524
-99,"observed","fia_short","12023000016_jacknife_10",FALSE,12,34,"905",1.16076120236092,2.21332831485765,0.863321799307958,4,0,0.135647058823529,500,43.082114735658,57.7052868391451,57.9302587176603,42.9696287964004,56.0179977502812,42.0697412823397,29.5838020247469,4.88413948256468,9,5,0.134586117911732,0.0588235294117647,0.264705882352941,0.0588235294117647,0.235294117647059,4.6119235095613,0.175406669754516,5.29237746757157,0.382352941176471,889,856,151,737,-0.0890562314271175,2.52777359678058,2.42394699515954,-2.64618873378579,0.91522491349481,1.40529090795821,1.7703457117571,2.41051135280042,2.47545001337254,1.85077288913922,1.07015910541433,0.714532871972318,0.744636678200692,0.904844290657439,0.243788235294118,0.125529411764706,0.403882352941176,0.494452605514632,0.497737556561086,0.95800720186948,0.446153846153846,0.598196695990797,0.583723598736722,0.424852071005917
-99,"observed","fia_short","12023000016_jacknife_2",FALSE,13,34,"747",1.07967240709432,2.28659046621903,0.873702422145329,6,0,0.138470588235294,500,33.3333333333333,56.3172043010753,59.005376344086,33.0645161290323,57.6612903225806,55.6451612903226,41.5322580645161,5.8494623655914,10,6,0.137333965844402,0.0588235294117647,0.27720588235294,0.0588235294117647,0.264705882352941,11.4247311827957,0.171673703352309,4.19103883824011,0.349480968858132,744,719,137,618,-0.00953736952691158,2.69602067821393,2.58509243420926,-1.37486861125049,0.920415224913495,1.52627423126666,1.86491519975583,2.49186059758689,2.54700267950928,1.93433658870931,1.02072844824261,0.726643598615917,0.761505190311419,0.911764705882353,0.236258823529412,0.122764705882353,0.388,0.645557856218043,0.52970297029703,0.944863838847794,0.45470297029703,0.614213700921599,0.600224370991901,0.427899756043469
-99,"observed","fia_short","12023000016_jacknife_3",FALSE,8,34,"1297",0.6090321692071,1.78822504268045,0.79757785467128,1,0,0.163470588235294,500,35.8520900321543,47.8295819935691,49.5176848874598,35.7717041800643,48.3922829581994,44.7749196141479,22.0257234726688,1.88906752411576,5,2,0.162497635710233,0.0588235294117647,0.323529411764706,0.0588235294117647,0.264705882352941,36.4951768488746,0.182535558918101,3.36132733010602,0.508650519031142,1244,1157,205,1143,-0.384705694252685,1.78694619018866,1.72375652101125,-1.50517202949133,0.8719723183391,0.909078307495077,1.35092550990434,2.01768628883843,2.06851349735954,1.44255525607477,1.15943518986446,0.610856401384083,0.652249134948097,0.859861591695502,0.260729411764706,0.130235294117647,0.463941176470588,0.646069743041911,0.489540816326531,0.960611161424953,0.431972789115646,0.575073781409071,0.539882044944609,0.391045302309183
-99,"observed","fia_short","12023000016_jacknife_4",FALSE,10,34,"1204",0.945637490350421,1.89311955652025,0.806228373702422,5,0,0.16,500,42.8449014567266,26.4781491002571,31.0197086546701,42.7592116538132,30.5055698371894,85.9468723221937,72.0651242502142,3.19965724078835,6.70000000000005,3,0.162886234185191,0.0588235294117647,0.323529411764706,0.0588235294117647,0.294117647058824,34.1902313624679,0.179980089722264,3.68753108020539,0.44636678200692,1167,1137,187,998,-0.229438347295,2.18065393249551,2.09970720515725,-1.41069116488416,0.897923875432526,1.15954006515425,1.56304277316361,2.23205457824226,2.29236843714721,1.65989797723465,1.13282837199296,0.662889273356401,0.706401384083045,0.885813148788927,0.251064705882353,0.129117647058824,0.434,0.653578838352806,0.499418604651163,0.951964415672364,0.42906976744186,0.590567663750929,0.558310928247561,0.399980706154737
-99,"observed","fia_short","12023000016_jacknife_5",FALSE,12,34,"905",1.14867509157365,2.15722124030165,0.852941176470588,6,0,0.132588235294118,500,42.1700223713647,44.1834451901566,47.7628635346756,41.9463087248322,45.9731543624161,71.5883668903803,56.4876957494407,4.87919463087248,9,5,0.133800500065798,0.0294117647058824,0.264705882352941,0.0588235294117647,0.235294117647059,2.01342281879195,0.175664692722727,5.29237746757157,0.382352941176471,894,861,152,740,-0.0861005124515757,2.52777216500376,2.42319747261226,-2.64618873378579,0.91522491349481,1.40529090795821,1.77065243989265,2.41199092646719,2.47545001337254,1.851428432397,1.07015910541433,0.714532871972318,0.745069204152249,0.904844290657439,0.2431,0.127352941176471,0.403470588235294,0.493893848931136,0.497737556561086,0.957865578836755,0.445022624434389,0.599292650344947,0.583111032572993,0.419194716659565
-99,"observed","fia_short","12023000016_jacknife_6",FALSE,12,34,"905",1.18479558656335,2.09849568032343,0.839100346020761,7,0,0.152764705882353,500,44.9162011173184,31.731843575419,35.8659217877095,44.804469273743,34.4134078212291,85.2513966480447,71.9553072625698,4.8659217877095,9,5,0.152382517252711,0.0588235294117647,0.294117647058824,0.0588235294117647,0.264705882352941,29.1620111731844,0.175201774564574,5.29237746757157,0.382352941176471,895,861,151,739,-0.0855093686564673,2.5277718786484,2.4230475681028,-2.64618873378579,0.91522491349481,1.40529090795821,1.77071378551976,2.41397595388824,2.47545001337254,1.85155954104856,1.07015910541433,0.714532871972318,0.74515570934256,0.904844290657439,0.244347058823529,0.122529411764706,0.405294117647059,0.493782097614437,0.497737556561086,0.95783725423021,0.444796380090498,0.601090216505168,0.582988519340247,0.43080923653006
-99,"observed","fia_short","12023000016_jacknife_7",FALSE,12,34,"905",1.24408965491608,2.11388533161062,0.84083044982699,6,0,0.147117647058824,500,47.8747203579418,34.2281879194631,36.6890380313199,47.7628635346756,35.7941834451902,71.7002237136465,56.5995525727069,4.8758389261745,9,5,0.144361100144756,0.0389705882352942,0.264705882352941,0.0588235294117647,0.264705882352941,20.1342281879195,0.175228714304514,5.29237746757157,0.382352941176471,894,861,151,739,-0.0861005124515757,2.52777216500376,2.41897744557885,-2.64618873378579,0.91522491349481,1.40529090795821,1.77065243989265,2.41402685202724,2.47545001337254,1.85216093388261,1.07015910541433,0.714532871972318,0.745069204152249,0.904844290657439,0.246808823529412,0.122882352941176,0.407117647058824,0.493893848931136,0.497737556561086,0.957068200520627,0.445022624434389,0.601195101625094,0.582426553525057,0.435999586092715
-99,"observed","fia_short","12023000016_jacknife_8",FALSE,13,34,"747",1.33576076212107,2.21338425515119,0.856401384083045,7,0,0.133882352941176,500,46.9168900804289,39.142091152815,41.9571045576408,46.7828418230563,40.2144772117962,70.3753351206434,55.7640750670241,5.84048257372654,10,6,0.132628922882826,0.0294117647058824,0.264705882352941,0.0588235294117647,0.235294117647059,5.89812332439678,0.171841271092888,4.19103883824011,0.349480968858132,746,721,137,619,-0.00953736952691158,2.69591377147092,2.58492250024019,-1.37486861125049,0.920415224913495,1.52627423126666,1.86493854933914,2.49183426660846,2.54700267950928,1.93455573658875,1.02072844824261,0.726643598615917,0.761678200692042,0.911764705882353,0.235955882352941,0.123529411764706,0.386647058823529,0.64553234780661,0.52970297029703,0.944823291867527,0.454207920792079,0.614165029248123,0.60000967345916,0.427285937849318
-99,"observed","fia_short","12023000016_jacknife_9",FALSE,12,34,"905",1.18366020010362,2.03537182888968,0.825259515570934,8,0,0.174,500,44.9275362318841,20.8472686733556,26.5328874024526,44.7045707915273,25.6410256410256,94.314381270903,85.0613154960981,4.85730211817168,9,5,0.170732507049643,0.0588235294117647,0.323529411764706,0.0588235294117647,0.294117647058824,59.4202898550725,0.17494320939078,5.29237746757157,0.346020761245675,897,865,151,740,-0.0843270810662506,2.52737505601548,2.41824574662488,-2.64618873378579,0.91522491349481,1.48550086770431,1.77383943438677,2.41387415761024,2.47545001337254,1.85324773324788,0.989949145668228,0.714532871972318,0.745674740484429,0.904844290657439,0.243988235294118,0.125,0.372058823529412,0.493483723163103,0.55,0.956929945273632,0.49,0.646532931539066,0.628519437435006,0.481619047619048
