"sim","source","dat","site","singletons","s0","n0","nparts","skew","shannon","simpson","nsingletons","mean_po_comparison","n_po_comparisons","skew_percentile","shannon_percentile","simpson_percentile","skew_percentile_excl","simpson_percentile_excl","shannon_percentile_excl","nsingletons_percentile","nsingletons_percentile_excl","mean_po_comparison_percentile","mean_po_comparison_percentile_excl","mean_po_comparison_sims","skew_range","simpson_range","nsamples","skew_unique","simpson_unique","shannon_unique","skew_2p5","skew_97p5","skew_95","skew_min","simpson_max","shannon_min","shannon_2p5","shannon_97p5","shannon_max","shannon_5","shannon_range","simpson_2p5","simpson_5","simpson_97p5","mean_po_comparison_95","mean_po_comparison_min","mean_po_comparison_max","nsingletons_mean","nsingletons_95","nsingletons_median","nsingletons_min","nsingletons_max","nsingletons_2p5","nsingletons_97p5","skew_95_ratio_2t","simpson_95_ratio_2t","skew_95_ratio_1t","simpson_95_ratio_1t","shannon_95_ratio_2t","shannon_95_ratio_1t","mean_po_comparison_95_ratio_1t","nsingletons_95_ratio_1t","nsingletons_95_ratio_2t"
-99,"observed","mcdb","1011",TRUE,15,128,"136079959",1.40436172874392,1.8288792970861,0.7845458984375,8,0.2609375,500,60.425,0.975,3.925,60.425,3.925,0.975,99.75,99.225,98.125,98.125,0.16409952734375,4.06552779290383,0.5068359375,4000,3995,1102,3997,0.134887967255995,2.6382651030625,2.4744910783832,-0.938014025223991,0.9278564453125,1.18159291101683,1.91792825785285,2.55183310280146,2.66358269742658,1.99715215951448,1.48198978640975,0.767919921875,0.793701171875,0.912600708007812,0.2240640625,0.118078125,0.5346875,2.021,6,2,0,11,0,6,0.615756984905137,0.285458815028902,0.839375667179928,0.264691714836224,0.427739010593517,0.44968632309308,0.254401230169148,0.545454545454545,0.545454545454545
-99,"observed","mcdb","1012",TRUE,19,363,"398885915040228",1.38184149243912,2.27650053608345,0.862600459895727,3,0.172749311294766,500,56.575,5.675,10.45,56.575,10.425,5.675,94.125,86.375,89.875,89.875,0.140413604683196,4.02718076048038,0.277227572494289,4000,4000,2776,4000,0.31225634388247,2.70125798863746,2.45389936696644,-0.562355842978653,0.936350734998368,1.74600972607761,2.20791499414527,2.75473083569249,2.84785260286386,2.26545790774786,1.10184287678624,0.831892174942513,0.847179533881262,0.927411227223399,0.191150964187328,0.101195592286501,0.366732782369146,1.077,4,1,0,8,0,4,0.593219372767867,0.344551053928278,0.748974379184634,0.321653435532439,0.496273881755376,0.528564196752511,0.338767507002801,0.5,0.5
-99,"observed","mcdb","1013",TRUE,21,1360,"14093590611163174222001538",3.64793768879088,1.24267453653953,0.524683174740485,8,0.512072058823529,500,99.95,0,0,99.95,0,0,100,100,100,100,0.125137309191176,3.9320316734765,0.312670847750865,4000,4000,3860,4000,0.313330754341571,2.74466464068436,2.4674220586596,-0.156100067837499,0.942523788927336,1.69777573840023,2.3672155360167,2.83471600095122,2.92788541838833,2.40865413351707,1.2301096799881,0.858564500432526,0.869967073961938,0.932711370025952,0.170199779411765,0.0897955882352941,0.411535294117647,0.33425,2,0,0,4,0,2,0.618340361483692,0.237140335041742,0.667217953556695,0.232054620657219,0.38004778967274,0.42210161688695,0.249904471554005,0.5,0.5
-99,"observed","mcdb","1014",TRUE,19,1826,"135073397527730212720621980",3.2663174700528,1.47205683395003,0.61896555654061,6,0.416449069003286,500,99.9,0,0,99.9,0,0,100,100,100,100,0.12525974780942,3.64108670711364,0.203281312044954,4000,4000,3926,4000,0.257761409359303,2.6073161415489,2.34484945592937,-0.259945832081149,0.93578935876934,1.93669810007218,2.2682007936719,2.73460918684356,2.82276550490472,2.32373389317793,0.886067404832542,0.847778738172845,0.86016589508487,0.926022335883412,0.171063143483023,0.0911686746987952,0.308854326396495,0.20075,1,0,0,4,0,2,0.6452894207653,0.384903053426105,0.715389524484956,0.372013850775159,0.526380262526204,0.563198249935742,0.367017615360232,0.25,0.5
-99,"observed","mcdb","1015",TRUE,16,2045,"2429763657897987629383882",2.94436865453812,1.31787149664194,0.565519335728505,3,0.438217114914425,500,99.875,0,0,99.875,0,0,100,99.9,100,100,0.131928588997555,3.45104225584514,0.306404672377616,4000,4000,3951,4000,0.166185730323795,2.43161567780067,2.21525256171441,-0.288550919764311,0.927215882257997,1.61896513240713,2.08650332543696,2.58340200360352,2.68671121555735,2.14447708461514,1.06774608315022,0.815956611928432,0.832827230827171,0.914704467333409,0.180916821515892,0.0962836185819071,0.390436185819071,0.12775,1,0,0,3,0,1,0.656448046569075,0.322279208860364,0.725520957397133,0.308052258793562,0.465371576639773,0.507830597085805,0.28771872953177,0.333333333333333,0.333333333333333
-99,"observed","mcdb","1016",TRUE,13,1824,"561247551690887108885",2.62469582744444,1.35089618249504,0.571532827408433,1,0.384756578947368,500,99.775,0,0,99.775,0,0,99.275,91.675,100,100,0.140421836074561,3.29889236212279,0.315024815327793,4000,4000,3955,4000,0.0532891127753588,2.24481597328959,2.01852504468243,-0.579847839539003,0.912542200484765,1.43980526002165,1.86639777165682,2.39823109419625,2.48624346277242,1.93098351627535,1.04643820275076,0.773649554430209,0.795781033587258,0.898879117252424,0.195217708333333,0.101871710526316,0.375310307017544,0.09075,1,0,0,3,0,1,0.664322026895117,0.397522851309061,0.787650095545832,0.370641172429586,0.508231944458263,0.530618955842262,0.341378280187348,0.333333333333333,0.333333333333333
-99,"observed","mcdb","1017",TRUE,20,2009,"4200331913177938962368347478",3.03567723674015,1.58962664909919,0.67468963085726,3,0.411076157292185,500,99.325,0,0,99.325,0,0,99.975,99.55,100,100,0.12448093902439,4.00347188744555,0.218088289110154,4000,4000,3943,4000,0.261554602379414,2.6701764067271,2.3838766756376,-0.403554040313203,0.9387660951304,1.98489229949217,2.31697250328781,2.78534981806196,2.86776264422828,2.37293186205024,0.882870344736117,0.852463478805306,0.86516611039273,0.929791300025941,0.171247336983574,0.0900447984071677,0.329869586859134,0.2025,1,0,0,4,0,2,0.601633250354738,0.354571176362327,0.696253350670921,0.337477931703593,0.530516533448799,0.560479559799851,0.338591098528874,0.25,0.5
-99,"observed","mcdb","1018",TRUE,36,2028,"1496292091053117332492619743888181486",4.45976008740841,1.65797307778587,0.685773918591397,22,0.513217948717949,500,99.975,0,0,99.975,0,0,100,100,100,100,0.106351793145957,4.36229543462106,0.0830824084124039,4000,4000,3891,4000,0.633743363630448,3.09417010024967,2.80932065401536,0.121366591168648,0.962792599854502,2.64318794262454,2.9170805842101,3.31472752757992,3.41627423967903,2.96227506549565,0.773086297054491,0.917123802271162,0.923867579722154,0.95709445232232,0.14224275147929,0.0787465483234714,0.278459566074951,0.7075,3,0,0,8,0,3,0.564021115372474,0.481096429616622,0.616178822166411,0.46851097453907,0.514362943548331,0.587255492579744,0.317937227481248,0.375,0.375
-99,"observed","mcdb","1019",TRUE,21,2074,"42060436565498119352824388882",3.5166731639172,1.3826540362223,0.59617721916849,7,0.454781099324976,500,99.925,0,0,99.925,0,0,100,100,100,100,0.123307033992285,4.11434181269473,0.220995304867445,4000,4000,3924,4000,0.287986969789769,2.7140367250527,2.42756346420607,-0.463782240888903,0.9403641912683,1.96436674229767,2.36899397461077,2.83422287630382,2.92528786548262,2.42148173675405,0.960921123184956,0.860626770903755,0.873038045545297,0.933220933930586,0.168453037608486,0.0897135969141755,0.334546769527483,0.22025,1,0,0,4,0,2,0.589656831082288,0.328487354382363,0.702748054664241,0.304649665581745,0.484148896790882,0.524294987978536,0.321604461739637,0.25,0.5
-99,"observed","mcdb","1020",TRUE,19,2054,"1038438178746281286228875170",2.88640168879015,1.64731586631305,0.706202256693426,6,0.346794547224927,500,99.375,0,0,99.375,0,0,100,100,99.975,99.975,0.125590187925998,3.61385210317451,0.19440680971131,4000,4000,3953,4000,0.25121586742969,2.54374316634795,2.32217464043998,-0.163300892273168,0.934860044618096,1.88853945082931,2.26912300279219,2.74028782210511,2.82032125418726,2.32363867040694,0.93178180335795,0.849480755246134,0.86046863696741,0.926416442043406,0.170661635832522,0.0911869522882181,0.373814995131451,0.17175,1,0,0,4,0,1,0.63437219716447,0.395745843016097,0.687763489416137,0.38265844576718,0.505660035015637,0.533046022137777,0.28119886032819,0.25,0.25
-99,"observed","mcdb","1021",TRUE,17,83,"1466126",0.575425321164829,2.38606714463725,0.888953403977355,9,0.199807228915663,500,7.48810418231906,38.4172301527673,55.9979964938643,7.48810418231906,55.4971199599299,38.4172301527673,95.3668920611069,90.6586526421237,83.5962935136489,83.5962935136489,0.173185683379649,4.32688938659451,0.451154013644941,3993,3951,676,3958,0.245708836686994,2.98508035650251,2.77930933847435,-0.910327130626986,0.940049354042677,1.38673140202074,1.99524131633279,2.69146367654177,2.82301434114905,2.08307470723019,1.43628293912832,0.77241979968065,0.79808390187255,0.924430251124982,0.238655421686747,0.125638554216867,0.483951807228916,4.3481091910844,9,4,0,14,0,10,0.633104125171906,0.336936936936937,0.852722623446883,0.314671814671815,0.484739003187996,0.515176789865606,0.315413584398117,0.642857142857143,0.714285714285714
-99,"observed","mcdb","1022",TRUE,13,248,"75077579802",1.34363290622263,2.01745052698062,0.826612903225806,3,0.142508064516129,500,69.375,14.875,18.575,69.375,18.55,14.875,97.975,93.6,40.975,40.975,0.155686800403226,3.40967109852216,0.371910770031217,4000,4000,2502,4000,0.0438706692010156,2.3607497678691,2.16507159097427,-0.654799479962735,0.914997398543184,1.35766905888076,1.80512794281128,2.40922785510527,2.5091355514247,1.87987893741585,1.15146649254394,0.755104546045786,0.779360691987513,0.899779689125911,0.215566129032258,0.112403225806452,0.417258064516129,0.70825,3,0,0,6,0,3,0.679502225206496,0.38900498382443,0.827021430940718,0.364702282066976,0.524635250965352,0.546482783549028,0.338400084651606,0.5,0.5
-99,"observed","mcdb","1023",TRUE,5,22,"119",0.356157032094392,1.27544886975232,0.669421487603306,2,0.159663865546218,119,42.8571428571429,26.890756302521,31.0924369747899,42.0168067226891,29.4117647058824,26.0504201680672,92.436974789916,72.2689075630252,31.9327731092437,31.9327731092437,0.184873949579832,2.1466252583998,0.475206611570248,119,118,73,117,-0.608272919424967,1.0733126291999,1.05761105316257,-1.0733126291999,0.797520661157025,0.726192833261454,0.947398331300838,1.58313925446164,1.60331920527742,1.0444569359278,0.877126372015967,0.450206611570248,0.507851239669421,0.789462809917355,0.258320493066256,0.13597842835131,0.38713405238829,0.966386554621849,3,1,0,4,0,3,0.783362415980516,0.713913043478261,0.992685460130553,0.609565217391304,0.724799690721448,0.637151369722414,0.487116564417178,0.75,0.75
-99,"observed","mcdb","1024",TRUE,12,56,"42333",2.01118694599466,1.54754339131406,0.663265306122449,7,0.326464285714286,500,88.3647798742138,0.707547169811321,1.15303983228512,88.3647798742138,1.12683438155136,0.707547169811321,98.0607966457023,94.3134171907757,99.3710691823899,99.3710691823899,0.177274848382749,4.33583718815969,0.535714285714286,3816,3689,458,3600,-0.0484264383717107,2.40193449154711,2.28249229332684,-1.69217969274996,0.91390306122449,1.02730457906509,1.69595205068938,2.38066644468953,2.46888219641724,1.78942440457059,1.44157761735215,0.703045280612245,0.742984693877551,0.899234693877551,0.246901785714286,0.124821428571429,0.507535714285714,2.90592243186583,7,3,0,10,0,7,0.565141361075612,0.366220238095238,0.916702314591248,0.319047619047619,0.47497573891152,0.47132931565257,0.318985628966032,0.7,0.7
