"s0","n0","source","dat","site","singletons","n_comparisons","mean_r2","mean_r2_log","mean_cd","mean_prop_off","mean_div"
16,3217,"sampled","portal_plants","1985_summer",FALSE,3999,0.781870046243232,0.80387866235409,0.876893613559749,0.132136002604941,0.0615746390167218
16,7310,"sampled","portal_plants","1986_summer",FALSE,3999,0.795693163497686,0.801674191381666,0.879504849181514,0.130135167170726,0.0593435645661557
16,12069,"sampled","portal_plants","1988_summer",FALSE,3996,0.798006226524604,0.802486324417767,0.879945604418404,0.129118201804423,0.0587986622179725
31,10745,"sampled","portal_plants","1991_summer",FALSE,4000,0.853695024163921,0.8727843443552,0.909893362797824,0.102240530479293,0.0371452817432525
35,21386,"sampled","portal_plants","1993_summer",FALSE,3999,0.866282824194894,0.882618014540614,0.916636468786564,0.0955819124050628,0.0329516732103665
18,822,"sampled","portal_plants","1994_summer",FALSE,3998,0.766772367013674,0.811445845519949,0.872502796621886,0.135406511041409,0.0640643285082975
25,2399,"sampled","portal_plants","1995_summer",FALSE,3998,0.827553340404793,0.85455506106195,0.895842464116126,0.114159622537405,0.0460981295461331
18,1348,"sampled","portal_plants","1996_summer",FALSE,3999,0.786320772411592,0.809456042278933,0.877764764234849,0.132216288493488,0.061845389075845
30,5520,"sampled","portal_plants","1997_summer",FALSE,3997,0.848546967820563,0.868977414977214,0.907714245156448,0.104966813878525,0.0392359951216595
29,3731,"sampled","portal_plants","1998_summer",FALSE,3998,0.839719205638082,0.862638673687536,0.904386547612848,0.1078708745957,0.0415680509288013
23,1084,"sampled","portal_plants","1999_summer",FALSE,3998,0.806929630018091,0.835865589279062,0.888949291720053,0.122403221906156,0.0532134096022624
13,1051,"sampled","portal_plants","2000_summer",FALSE,3999,0.75762435539241,0.775163410668662,0.866401351266282,0.141631268901907,0.0709818456461316
29,2531,"sampled","portal_plants","2001_summer",FALSE,4000,0.840930411687993,0.864308980857232,0.903141086123467,0.109881667325168,0.0429963146935168
35,5029,"sampled","portal_plants","2002_summer",FALSE,4000,0.861041917929947,0.880638618581269,0.91401410955302,0.10007476635514,0.0359425008107989
4,3995,"sampled","portal_plants","2003_summer",FALSE,4000,0.662908605610305,0.577240927255761,0.820150955391027,0.182053942428035,0.120908542612957
