"s0","n0","source","dat","site","singletons","n_comparisons","mean_r2","mean_r2_log","mean_cd","mean_prop_off","mean_div"
10,54,"sampled","gentry","1",TRUE,3994,0.577934820107002,0.622889045806454,0.797856464110886,0.177493091489085,0.110601366339348
14,47,"sampled","gentry","2",TRUE,3997,0.435069500497767,0.560597650025785,0.77744419726035,0.176510042106048,0.113615074616738
17,157,"sampled","gentry","3",TRUE,3998,0.684317045833532,0.725269389026365,0.843914463889986,0.159482607545811,0.0887745872686311
50,234,"sampled","gentry","4",TRUE,3998,0.727591547331063,0.755345729514612,0.861318709930468,0.156731143349453,0.0902191647776493
26,199,"sampled","gentry","5",TRUE,4000,0.705938536385186,0.74387287819135,0.853242717265538,0.157109296482412,0.0876205179291792
39,175,"sampled","gentry","6",TRUE,3999,0.706118782004596,0.745646697168064,0.849741287196642,0.160084306790983,0.093317100049757
28,178,"sampled","gentry","7",TRUE,3999,0.709549702155934,0.732392816197959,0.853485798314683,0.158050748642217,0.0890022984574821
36,204,"sampled","gentry","8",TRUE,3999,0.696896094907312,0.739686350083424,0.856111263026887,0.159455305002721,0.0913680550443736
23,150,"sampled","gentry","9",TRUE,4000,0.661479147741156,0.719894283414492,0.843070550424939,0.160255,0.0908975782606243
35,235,"sampled","gentry","10",TRUE,4000,0.737217275436814,0.751917218812086,0.862548357461779,0.154537234042553,0.0855447494819288
24,102,"sampled","gentry","11",TRUE,4000,0.591105024338694,0.667746975727477,0.817245721214956,0.171080882352941,0.105606559820504
41,179,"sampled","gentry","12",TRUE,4000,0.704830207185503,0.747415443364354,0.852778438732133,0.158332402234637,0.091918522107069
34,195,"sampled","gentry","13",TRUE,4000,0.709330189660239,0.737418352312127,0.856244615578947,0.158737179487179,0.0901926302722524
26,191,"sampled","gentry","14",TRUE,4000,0.723636723158754,0.743644712067209,0.858887734778338,0.153839005235602,0.0848892898691834
26,214,"sampled","gentry","15",TRUE,4000,0.725569834593955,0.744644329759305,0.856827570292745,0.154955607476636,0.0850715102225669
26,124,"sampled","gentry","16",TRUE,3999,0.634464030668963,0.694340005558998,0.833119842394757,0.166749348627479,0.0995147985475694
30,129,"sampled","gentry","17",TRUE,4000,0.631251477930522,0.701967444613191,0.831904029683487,0.166209302325581,0.100042283562079
33,152,"sampled","gentry","18",TRUE,4000,0.689635294994955,0.717808606432626,0.844281988191252,0.162898026315789,0.0959899550235996
36,135,"sampled","gentry","19",TRUE,3999,0.64489072135405,0.705637314645324,0.834839600907654,0.164530021394237,0.100802812975447
36,184,"sampled","gentry","20",TRUE,3998,0.699000204228562,0.730627008079794,0.853244965103193,0.160449790112448,0.0931005673138289
2,74,"sampled","gentry","21",TRUE,665,0.638150921177214,0.455810850200814,0.945864661654135,0.171245681771998,0.113926862577943
19,143,"sampled","gentry","22",TRUE,3999,0.66472446338797,0.711416371939365,0.837132991359461,0.163799691181537,0.0939131291822466
18,149,"sampled","gentry","23",TRUE,4000,0.677777261698791,0.725859737077822,0.837519526651553,0.161973154362416,0.0921840048675454
20,216,"sampled","gentry","24",TRUE,4000,0.706297540301373,0.751627335848409,0.851764964512431,0.153608796296296,0.0829231590022552
30,104,"sampled","gentry","25",TRUE,3998,0.589612586594672,0.680808322920567,0.816652484337242,0.168420748835956,0.106149553203729
20,204,"sampled","gentry","26",TRUE,4000,0.73154128278771,0.75373294118316,0.856225947336288,0.151170343137255,0.0806693884414097
26,166,"sampled","gentry","27",TRUE,4000,0.69817245775304,0.71954643823031,0.848094788221238,0.160957831325301,0.0924575812292988
33,157,"sampled","gentry","28",TRUE,3999,0.694797959384267,0.730679911920632,0.847015722161318,0.160670740933641,0.0936989644776392
65,437,"sampled","gentry","29",TRUE,4000,0.792569545952843,0.797851400160534,0.886249723333436,0.144795194508009,0.0768004558392887
69,325,"sampled","gentry","30",TRUE,4000,0.757373682530412,0.787144583323321,0.876996648889115,0.150301538461538,0.0848843303531471
100,174,"sampled","gentry","31",TRUE,3999,0.672765365905014,0.796742854066533,0.83181891962381,0.104383854584336,0.0664218614750555
232,399,"sampled","gentry","32",TRUE,3998,0.776120344698742,0.850966144224394,0.871399847568524,0.0878854214074456,0.0518000388199087
221,431,"sampled","gentry","33",TRUE,3998,0.788814975637079,0.856568812003319,0.876825387446926,0.0994075924273041,0.0576146973871955
232,404,"sampled","gentry","34",TRUE,4000,0.77122446391434,0.85868497820399,0.87127120913567,0.0884839108910891,0.0517114470513164
216,353,"sampled","gentry","35",TRUE,4000,0.749112394403755,0.842269577367536,0.863830047650471,0.0847400849858357,0.0506257486495871
261,400,"sampled","gentry","36",TRUE,4000,0.781778491184572,0.852069583616194,0.865847127211206,0.074403125,0.0438083034954502
70,298,"sampled","gentry","37",TRUE,3998,0.75965740980189,0.78905229938704,0.87537612014977,0.148669972570178,0.0841783750908723
93,221,"sampled","gentry","38",TRUE,4000,0.73739596777977,0.813868444265639,0.858526479043414,0.126745475113122,0.0758571875750915
60,465,"sampled","gentry","39",TRUE,4000,0.788080428255542,0.800654548094746,0.885567265330731,0.142438172043011,0.0738907676702052
87,568,"sampled","gentry","40",TRUE,3999,0.817964908539293,0.820180405682107,0.898245975090144,0.138981488329829,0.0719177317939078
37,267,"sampled","gentry","41",TRUE,3999,0.739941683713644,0.766103356845847,0.865199376086602,0.151354317980244,0.0822121791909806
58,294,"sampled","gentry","42",TRUE,3998,0.750723451828519,0.777059984122628,0.873427652968583,0.150994715044597,0.084355700872548
91,347,"sampled","gentry","43",TRUE,3999,0.787424599944854,0.812051258113498,0.879880923811862,0.142596888415187,0.0800518576059234
111,491,"sampled","gentry","44",TRUE,3995,0.809133969499733,0.828615758593153,0.891698125969886,0.139354437445993,0.075946443410563
115,408,"sampled","gentry","45",TRUE,3999,0.801688276313191,0.841943472366261,0.886763267092672,0.133598963466357,0.0736057737344984
