"sim","source","dat","site","singletons","s0","n0","nparts","skew","shannon","simpson","skew_percentile","shannon_percentile","simpson_percentile","skew_range","simpson_range","nsamples","skew_sd","skew_mean","simpson_sd","simpson_mean"
-99,"observed","portal_plants","1983_summer",TRUE,19,18021,"55646922552419624550599189718529480147047879",2.85614022221416,1.21724683592593,0.599399203294016,99.275,0,0,4.07154546877777,0.204473419512563,4000,0.573774548861427,2.85614022221416,0.0198822094482075,0.899662522918214
-99,"observed","portal_plants","1984_summer",TRUE,17,3950,"598788020507946160514494867008",1.65853309290732,2.0327982212141,0.824463771831437,81.175,0.275,1.55,3.67653107825577,0.238603044383913,4000,0.566887634870787,1.65853309290732,0.0228575303827237,0.887913716103189
-99,"observed","portal_plants","1985_summer",TRUE,18,3219,"266747903511828000958926245076",1.75032798325172,2.1554380183087,0.840453848455905,83.45,1.125,2.85,3.74859403501789,0.192040869484068,4000,0.577903512331473,1.75032798325172,0.0218328934037488,0.893485588007907
-99,"observed","portal_plants","1986_summer",TRUE,17,7311,"10188737962702000189998595925606008",2.05473186728548,2.27385573133138,0.857277341497414,92.25,9.725,8.75,3.62575245118229,0.218688163252279,4000,0.579678941153064,2.05473186728548,0.0233764613093608,0.888555398822403
-99,"observed","portal_plants","1988_summer",TRUE,17,12070,"29494808488676389914180832516276209531",2.49408051760528,1.37553233020507,0.650872629901932,98,0,0,3.5600870442535,0.234006201054468,4000,0.567605262751925,2.49408051760528,0.0225485886112789,0.888968257293652
-99,"observed","portal_plants","1991_summer",TRUE,35,10749,"91063010696360955810116753044948813196279317838151072344382",5.32311918914333,0.869332481686752,0.337341148706163,100,0,0,4.41371949256799,0.0977181424973115,4000,0.626386897711483,5.32311918914333,0.00909115974109488,0.943711096336269
-99,"observed","portal_plants","1993_summer",TRUE,60,21411,"27508514225472516194890185097898424645052077312889356166052670034506017696497668378290000558568",7.26573720619354,0.577581677448715,0.229607108024897,100,0,0,5.0766086621082,0.047176137143681,4000,0.574984857913446,7.26573720619354,0.00424094928487585,0.966638180716217
-99,"observed","portal_plants","1994_summer",TRUE,24,828,"18823599472104753452149",2.96093256917709,1.48070894958931,0.67126712408691,97.575,0,0,4.03476264599584,0.187921538425634,4000,0.624794731222075,2.96093256917709,0.0178732618892653,0.9157280566641
-99,"observed","portal_plants","1995_summer",TRUE,29,2403,"135296291571418869788089421190088280",2.59184187843967,1.77121609812803,0.77273397156315,94.65,0,0,4.31572902846935,0.1289884384705,4000,0.613372014246839,2.59184187843967,0.0123808082615168,0.931419865652052
-99,"observed","portal_plants","1996_summer",TRUE,20,1350,"3164654768565128790888333",2.01361400183877,1.66587944506071,0.749762414266118,88.45,0,0.025,3.85557014642286,0.190743484224966,4000,0.590020038341151,2.01361400183877,0.0198219992021427,0.902391729492455
-99,"observed","portal_plants","1997_summer",TRUE,51,5541,"53345220014678241641819920810531893164049658314069048741035",2.93364011458497,2.21138294835209,0.853467096244787,95.25,0,0,4.69557420276792,0.0550859385862752,4000,0.624992302447869,2.93364011458497,0.00610700264697901,0.959645188298051
-99,"observed","portal_plants","1998_summer",TRUE,50,3752,"740640937596853757005131161811867824735405651257191",5.69650152954831,1.42358058270942,0.604273598501553,100,0,0,4.45089198217906,0.0538881040275322,4000,0.624595883237086,5.69650152954831,0.00638994147055204,0.958183755515182
-99,"observed","portal_plants","1999_summer",TRUE,26,1087,"29124036123997409205455362",2.5052271281212,2.45589115468906,0.870938557121929,93.075,0.375,1.1,4.24111435133975,0.130885288967466,4000,0.629279377842743,2.5052271281212,0.0155449912728657,0.922125238136749
-99,"observed","portal_plants","2000_summer",TRUE,28,1066,"88410122519286262622759292",2.87220212202676,1.41980149170207,0.683581553668041,96.45,0,0,4.24021180169053,0.152985508062614,4000,0.634198691698641,2.87220212202676,0.0148646618440628,0.926906227009845
-99,"observed","portal_plants","2001_summer",TRUE,40,2542,"64822835297363123474193364137748585162561",5.58405891932506,1.25703565079579,0.488407499871552,100,0,0,4.62758521491713,0.0882266823734201,4000,0.63300093628593,5.58405891932506,0.00885110073862231,0.948391971836174
