"sim","source","dat","site","singletons","s0","n0","nparts","skew","shannon","simpson","nsingletons","prop_off_actual","skew_percentile","shannon_percentile","simpson_percentile","skew_percentile_excl","simpson_percentile_excl","nsingletons_percentile","nsingletons_percentile_excl","nsingletons_mean","nsingletons_95","mean_prop_off_actual","prop_off_actual_2p5","prop_off_actual_97p5","prop_off_actual_5","prop_off_actual_95","prop_off_sim_95","mean_prop_off_sim","prop_off_sim_95_1t","skew_range","simpson_range","nsamples","skew_unique","simpson_unique","shannon_unique","skew_2p5","skew_97p5","skew_95","skew_min","simpson_max","shannon_min","shannon_2p5","shannon_97p5","shannon_max","shannon_5","shannon_range","simpson_2p5","simpson_5","simpson_97p5","skew_95_ratio_2t","simpson_95_ratio_2t","skew_95_ratio_1t","simpson_95_ratio_1t","shannon_95_ratio_2t","shannon_95_ratio_1t"
-99,"observed","mcdb","1013_jacknife_9",FALSE,15,813,"1014747706094813534",2.85616883152227,1.27871704773049,0.548863865022414,2,0,99.925,0,0,99.925,0,99.25,95.05,0.29,1,0.43344618696187,0.286562115621156,0.543665436654367,0.314883148831488,0.527675276752767,0.243542435424354,0.138943099858605,0.5,3.69939785616637,0.300316656303094,4000,4000,3746,4000,0.121004198600499,2.40522601462001,2.18811495889213,-0.717645650727769,0.924963197971463,1.52823707963532,1.99806756248762,2.53345961210361,2.64278256479575,2.06688274778472,1.11454548516043,0.801186818141244,0.818414630640771,0.911234944452765,0.617457733617929,0.366440302267002,0.785468533690262,0.354787405541562,0.480368057422904,0.516712709062869
-99,"observed","mcdb","1014_jacknife_1",FALSE,14,1094,"9237885058237294618",2.66637653671259,1.45144463331082,0.6122894030594,1,0,99.65,0.025,0,99.65,0,97.575,84.15,0.18475,1,0.365146480804388,0.217550274223035,0.463436928702011,0.249542961608775,0.447897623400366,0.249542961608775,0.140035511357141,0.547126436781609,3.22555532811591,0.289274386799862,4000,4000,3855,4000,0.0752385263603072,2.29571186513014,2.09034542118296,-0.384355996606206,0.917166595924588,1.44158791896145,1.94141775785194,2.4660068847733,2.55690007813677,1.99963677797821,1.11531215917532,0.788776574234064,0.809035323135333,0.904854633383354,0.688400325802764,0.401273200968187,0.767217166054527,0.373801752673202,0.470351840608686,0.499647830048416
-99,"observed","mcdb","1014_jacknife_10",FALSE,14,1094,"9237885058237294618",2.64674605072203,1.45403519626069,0.615046673061305,1,0,99.725,0,0,99.725,0,98.175,85.45,0.1665,1,0.364372257769653,0.222097806215722,0.46526508226691,0.248628884826325,0.451553930530165,0.244058500914077,0.139107674542036,0.524122807017544,3.34833904959728,0.276789802445782,4000,4000,3846,4000,0.084138816446225,2.28014627438198,2.08977816794218,-0.54466556264284,0.922203209128068,1.52978543399779,1.93879905563239,2.46387087514709,2.59245523018618,2.00206370453298,1.06266979618839,0.790100063834978,0.807650421611649,0.905096813598521,0.655849788628747,0.415465991692627,0.786791209480974,0.413862022748678,0.49410627967224,0.555573827138807
-99,"observed","mcdb","1014_jacknife_2",FALSE,15,1094,"53860891315090164505",2.80432746796989,1.47784279807821,0.619356369627919,2,0,99.7,0,0,99.7,0,99.7,97.625,0.18975,1,0.369848034734918,0.226691042047532,0.463436928702011,0.255895795246801,0.450639853747715,0.244058500914077,0.137367230347349,0.561904761904762,3.62600438467551,0.248075759753216,4000,4000,3844,4000,0.110963392586023,2.39376302938366,2.18932828895067,-0.669911524400906,0.924972176639072,1.68731598108348,2.00154276599061,2.52523287768213,2.64486905097085,2.06557310268329,0.957553069887367,0.798442058895287,0.817579685103055,0.910591593167318,0.629563396681311,0.452077761985275,0.788537329252968,0.4329019959179,0.54690453005714,0.604975292237013
-99,"observed","mcdb","1014_jacknife_3",FALSE,14,1094,"9237885058237294618",2.59530739806101,1.45605225543139,0.623234929430599,1,0,99.525,0,0.025,99.525,0.025,98.075,84.9,0.17325,1,0.357347806215722,0.217550274223035,0.462545703839123,0.245840950639854,0.445155393053016,0.246846435100548,0.141157221206581,0.480020080321285,3.40536360274578,0.300482271589424,4000,4000,3852,4000,0.107864240826747,2.33031861904612,2.1261934412776,-0.520884612310546,0.917604416979436,1.51181852499303,1.93488698591354,2.46370834477556,2.56302493556363,2.00225357474116,1.0512064105706,0.789153401134324,0.806911640358412,0.904877944847916,0.652633503343781,0.385129355889975,0.777326113268427,0.368383718731578,0.5030613907453,0.533455042876008
-99,"observed","mcdb","1014_jacknife_4",FALSE,14,1094,"9237885058237294618",2.66878302817487,1.40131174385861,0.597990033722248,1,0,99.725,0,0,99.725,0,97.525,85.15,0.177,1,0.377588208409506,0.232152650822669,0.475319926873857,0.262340036563071,0.461608775137112,0.242230347349177,0.139438881658257,0.587654320987654,3.39587575818182,0.272535251279206,4000,4000,3856,4000,0.0733471743292433,2.33920308366846,2.10672756966741,-0.534573390473676,0.919539519198955,1.58944848430413,1.93988632367626,2.46304836378164,2.57952305234006,2.00177918657073,0.990074568035926,0.787929507468024,0.808975832946201,0.905222770705427,0.667237576015554,0.430378318719725,0.77779670053514,0.405685817646698,0.528406704904266,0.583535709755112
-99,"observed","mcdb","1014_jacknife_5",FALSE,14,1094,"9237885058237294618",2.63089316845809,1.4329860626395,0.612738921623347,1,0,99.65,0,0,99.65,0,98.2,85.175,0.16825,1,0.367178473491773,0.222120658135283,0.471663619744059,0.255027422303473,0.453382084095064,0.243327239488117,0.13886580383185,0.475151515151515,3.34855192971384,0.276224979863574,4000,4000,3861,4000,0.0866392791148995,2.30751003498171,2.09020827819997,-0.4959575365896,0.918321307179931,1.57433910770202,1.95606299466934,2.4661909036805,2.56356723332731,2.01506398949207,0.989228125625296,0.791950860435348,0.812098733661086,0.905120083286265,0.663233183323097,0.409699451898994,0.772323639911588,0.384550932255684,0.515682779125088,0.554475989538339
-99,"observed","mcdb","1014_jacknife_6",FALSE,14,1094,"9237885058237294618",2.67252930318708,1.48575363450711,0.622792095157566,1,0,99.75,0,0,99.75,0,98.225,84.575,0.174,1,0.357626371115174,0.212979890310786,0.446983546617916,0.241270566727605,0.436974405850091,0.241407678244973,0.138318400441061,0.503470715835141,3.2092931009117,0.250811305809651,4000,4000,3862,4000,0.0870779778734766,2.32207592916616,2.09463772312562,-0.39440773403769,0.91939580694431,1.63464277855429,1.95718660608467,2.47012947861059,2.56857124379803,2.01208626435348,0.933928465243743,0.791112984569314,0.808731605666942,0.905268725205458,0.696414406854197,0.455145912452529,0.775574364478029,0.441224931707641,0.549231436469864,0.595853965431192
-99,"observed","mcdb","1014_jacknife_7",FALSE,15,1094,"53860891315090164505",2.77619255197882,1.4680861600842,0.62041750081047,2,0,99.625,0,0,99.625,0,99.525,97,0.20975,1,0.370613345521024,0.230347349177331,0.472577696526508,0.258683729433272,0.457952468007313,0.244972577696527,0.138723263254113,0.522831050228311,3.62534789163124,0.270239197350347,4000,4000,3824,4000,0.108440539298192,2.38053792670207,2.17227226212457,-0.600522983872068,0.923575159838106,1.67568554828723,2.00346632300193,2.52977534051527,2.62852628622428,2.06726377093353,0.952840737937049,0.799243171161295,0.819130273487763,0.910733341911507,0.626725339283656,0.412561063840313,0.764835632022338,0.386490514234831,0.552357803941955,0.589041266755563
-99,"observed","mcdb","1014_jacknife_8",FALSE,14,1094,"9237885058237294618",2.65744307776979,1.41153300779653,0.603867196508126,1,0,99.575,0,0,99.575,0,97.9,85.15,0.17125,1,0.371799360146252,0.224840036563071,0.471663619744059,0.2577239488117,0.457952468007313,0.24963436928702,0.140133753730937,0.546924829157175,3.44008486844511,0.266893709748036,4000,4000,3843,4000,0.0675052600269966,2.29600402067218,2.1081187321921,-0.573466183670893,0.921995996109743,1.59659977803548,1.92306947947096,2.46736877994753,2.59300459555693,1.99769950043322,0.996404817521448,0.786940399520068,0.807678579187123,0.904978877640713,0.647803425167371,0.442267741087193,0.779511267428425,0.42832563206732,0.546263216420927,0.597453047853107
-99,"observed","mcdb","1014_jacknife_9",FALSE,15,1094,"53860891315090164505",2.78516231798795,1.4973670586813,0.627753510088266,2,0,99.75,0,0,99.75,0,99.825,97.7,0.19275,1,0.362771252285192,0.218464351005484,0.458866544789762,0.248628884826325,0.444241316270567,0.239488117001828,0.138339351005484,0.574938574938575,3.55548120983237,0.230036529649843,4000,4000,3856,4000,0.150074925858623,2.39114054920566,2.18388543795411,-0.551606084629535,0.920072591399323,1.69827714124321,2.00247795288375,2.52930542199822,2.60685377149929,2.08188087459693,0.908576630256074,0.800942150804287,0.819231707602378,0.910816770217473,0.63031288624155,0.477639875633818,0.769373078113557,0.438369001438347,0.579838234410665,0.577797050265757
-99,"observed","mcdb","1015_jacknife_1",FALSE,13,1226,"5276983049784473864",2.51193879557937,1.34045554931302,0.576469852489162,0,0,99.525,0,0,99.525,0,87.95,0,0.13625,1,0.388804445350734,0.234910277324633,0.501651712887439,0.265089722675367,0.48858075040783,0.253670473083197,0.142176779403476,0.526717557251908,3.31234013830825,0.274228315800399,4000,4000,3901,4000,0.0289174977946591,2.24148590198688,2.00682071704777,-0.571203634558991,0.913155422613361,1.48427312063381,1.86045220096543,2.39780398887726,2.50178501468029,1.92471772855461,1.01751189404648,0.772105236195641,0.795291322594466,0.898635730994308,0.667977415303209,0.461405651817384,0.778309063671058,0.429802807470414,0.528103692011771,0.567135666425267
-99,"observed","mcdb","1015_jacknife_10",FALSE,14,1226,"38767094872296904695",2.6656501860634,1.35397061414011,0.579805678488646,1,0,99.675,0,0,99.675,0,98.25,86.775,0.15125,1,0.399179445350734,0.255281402936378,0.508992659053834,0.278955954323002,0.497553017944535,0.246411092985318,0.139927314618214,0.440365448504983,3.31946943476487,0.268944484510431,4000,4000,3897,4000,0.0705574275447218,2.27207339884288,2.06941103134744,-0.461164545570965,0.923413054296656,1.54050497937474,1.9427407497358,2.46884218589839,2.60225887988353,1.99609413308082,1.06175390050879,0.790943305594661,0.808971269583175,0.905486016675138,0.663213207581201,0.425897230385609,0.762343388499269,0.425521961983357,0.49550224012408,0.570908895660503
-99,"observed","mcdb","1015_jacknife_2",FALSE,14,1226,"38767094872296904695",2.70475170138611,1.29711240540157,0.555977209402585,1,0,99.75,0,0,99.75,0,98.775,86.95,0.143,1,0.416603588907015,0.263438009787928,0.527732463295269,0.296044045676998,0.511460032626427,0.246533442088091,0.140936205373399,0.544087136929461,3.46159127381229,0.297701513429793,4000,4000,3884,4000,0.0740434572019859,2.32655775625232,2.11232424631361,-0.555870250462437,0.918875692247099,1.60962441646334,1.94418340719429,2.47587504158624,2.57112417977897,2.00137180036045,0.961499763315629,0.787484365394697,0.80743761459833,0.906190039625408,0.650716425157153,0.398740580332001,0.770799983510918,0.374328220118533,0.552981555147203,0.592566323109419
-99,"observed","mcdb","1015_jacknife_3",FALSE,13,1226,"5276983049784473864",2.52612962431058,1.3220967606662,0.571864629599568,1,0,99.6,0,0,99.6,0,98.675,87.9,0.135,1,0.390173123980424,0.234074225122349,0.500815660685155,0.269086460032626,0.482871125611745,0.256239804241435,0.142009422329436,0.546984435797665,3.35981373943732,0.319840114538453,4000,4000,3891,4000,0.0510593853978461,2.23753952937953,2.08300278283281,-0.610449387556564,0.91333638485346,1.50342495409766,1.8568553380104,2.40033985044313,2.50080080458118,1.92020865104599,0.997375850483521,0.771694811173886,0.795302033962355,0.899110823404805,0.650774213557402,0.398374082671859,0.801667109927484,0.369041735310269,0.544914449421712,0.582119722724113
-99,"observed","mcdb","1015_jacknife_4",FALSE,14,1226,"38767094872296904695",2.64723591758332,1.31749500317297,0.570378344142279,2,0,99.525,0,0,99.525,0,99.875,98.45,0.14425,1,0.411591353996737,0.262642740619902,0.528548123980424,0.296084828711256,0.51305057096248,0.241435562805873,0.139089926590538,0.542976939203354,3.66483856891358,0.308684324678193,4000,4000,3896,4000,0.0819449908524248,2.29709497119336,2.09498044753833,-0.759241907553153,0.919542325205113,1.55019814239945,1.93514350200937,2.46343734539142,2.57408140210386,2.00957970814775,1.02388325970441,0.790184827646772,0.810487427116127,0.904758907733208,0.604433166342059,0.37116909064262,0.778812572892564,0.353289394279014,0.515970779261066,0.551334039897358
-99,"observed","mcdb","1015_jacknife_5",FALSE,14,1226,"38767094872296904695",2.6680135565633,1.30262576854214,0.565203622438253,1,0,99.625,0,0,99.625,0,98.275,85.9,0.15925,1,0.411371533442088,0.264253670473083,0.526101141924959,0.290375203915171,0.510603588907015,0.250407830342577,0.140762382553636,0.595185995623632,3.43460185500046,0.265421043247314,4000,4000,3887,4000,0.094891234606015,2.32864463155565,2.12838380295418,-0.576489566972495,0.919160441654314,1.47417969265863,1.92879388692495,2.4669854923049,2.57337165841979,2.00005495581791,1.09919196576116,0.789266943255032,0.807882502281987,0.905364831851483,0.650367492726268,0.437410263994305,0.787536222281089,0.419250629154677,0.489624762683985,0.521580142923326
-99,"observed","mcdb","1015_jacknife_6",FALSE,13,1226,"5276983049784473864",2.51494608377756,1.27433895862672,0.5567848864595,0,0,99.6,0,0,99.6,0,88.325,0,0.13025,1,0.406227365415987,0.251223491027732,0.520391517128874,0.285481239804241,0.504119086460032,0.252039151712887,0.140388866231648,0.568710359408034,3.27357075781637,0.248010080661257,4000,4000,3890,4000,0.0472406785629352,2.1880734292695,2.00191248588863,-0.542161730242394,0.910985206336872,1.58792961996469,1.86385916052193,2.39871959274858,2.48203566116858,1.92983069307424,0.894106041203889,0.774851504514742,0.794425764232813,0.898705022234405,0.65397479055397,0.499389046563906,0.777155712934106,0.469978646808556,0.598206932486973,0.617605678349755
-99,"observed","mcdb","1015_jacknife_7",FALSE,13,1226,"5276983049784473864",2.49841482019309,1.30706216396657,0.568786940913167,1,0,99.475,0,0,99.475,0,98.775,88.825,0.1255,1,0.398719616639478,0.246329526916803,0.515517944535073,0.278955954323002,0.500040783034257,0.24637030995106,0.140234094616639,0.529861111111111,3.47750936571305,0.338241047026231,4000,4000,3879,4000,0.0545817256661638,2.208150046341,2.03391863865994,-0.797667837482254,0.915164635720349,1.41013225727625,1.87011187308713,2.39982367450121,2.51169239683464,1.94162196790895,1.10156013955839,0.77831849487318,0.798112869874843,0.899075994826609,0.619284693208368,0.357016101431545,0.81425703811486,0.346060204326498,0.480874155110988,0.517511852920016
-99,"observed","mcdb","1015_jacknife_8",FALSE,13,1226,"5276983049784473864",2.53991953790625,1.28944095324543,0.557051007400823,0,0,99.875,0,0,99.875,0,88.425,0,0.127,1,0.404056688417618,0.255301794453507,0.522022838499184,0.279771615008157,0.505750407830342,0.250407830342577,0.141984109404186,0.576923076923077,3.28946469771087,0.283420133113695,4000,4000,3871,4000,0.0210519716425409,2.21445029924965,2.02612807766717,-0.618930351938014,0.913997695392648,1.40710614447993,1.86394440532061,2.40246871578791,2.50738343328457,1.931833284541,1.10027728880464,0.775429253078354,0.794338942275707,0.899447033949048,0.666794913206849,0.437575762555105,0.804099959317354,0.422195670442862,0.489444175524476,0.523095545640914
-99,"observed","mcdb","1015_jacknife_9",FALSE,13,1226,"5276983049784473864",2.5296304811731,1.30275319128066,0.562418666787308,0,0,99.6,0,0.025,99.6,0.025,88.525,0,0.128,1,0.399661704730832,0.243046492659054,0.51305057096248,0.277324632952692,0.499184339314845,0.253670473083197,0.142778140293638,0.463333333333333,3.23682219377822,0.373680372782215,4000,4000,3905,4000,0.028592378869068,2.21548792478597,2.0313450474739,-0.540919355532166,0.911774254927895,1.31518255467865,1.86410933658679,2.39545441785265,2.47882184336079,1.92527796360669,1.16363928868215,0.772585817350553,0.795067581413049,0.898396421737823,0.67563042236936,0.336679722969003,0.794688200034725,0.312316840849609,0.456623531393147,0.47570057588981
-99,"observed","mcdb","1017_jacknife_1",FALSE,17,1205,"5677527868878126141357",2.74052973687659,1.55678204890599,0.667152425061552,2,0,98.775,0.025,0.025,98.775,0.025,99.625,96.3,0.24175,1,0.38110020746888,0.254730290456432,0.50207468879668,0.276307053941909,0.484647302904564,0.231701244813278,0.134268751356048,0.450384615384615,3.83388184798577,0.348794270071108,4000,4000,3850,4000,0.18707370868581,2.49241185559231,2.26556035922501,-0.520095186627888,0.929409617603003,1.50716372887141,2.14668594455246,2.6408645699185,2.73067705658617,2.20934459400318,1.22351332771476,0.828337563058487,0.84437616432224,0.920195623353592,0.601306518644458,0.26335885700295,0.726588782937174,0.243792575100008,0.403901301417823,0.42609463319596
-99,"observed","mcdb","1017_jacknife_10",FALSE,17,1205,"5677527868878126141357",2.67303131251394,1.59239786830983,0.681993767324943,3,0,98.35,0,0,98.35,0,99.925,99.575,0.22925,1,0.367783609958506,0.229045643153527,0.486307053941909,0.255560165975104,0.471369294605809,0.232365145228216,0.134051465566808,0.561904761904762,4.06428458616207,0.239360892546616,4000,4000,3858,4000,0.1942778572996,2.53539539878736,2.26133835026148,-0.865319767134158,0.930864138014153,1.75891517800085,2.14292028171538,2.63996963467819,2.72208659916271,2.20517699262034,0.963171421161855,0.824829427867978,0.842200030991202,0.919089134140253,0.576022050586397,0.393797438125435,0.76930098055662,0.370420188860564,0.516054922355599,0.53667456818728
-99,"observed","mcdb","1017_jacknife_2",FALSE,17,1205,"5677527868878126141357",2.67472173680333,1.595293268124,0.680303713779033,1,0,98.5,0.025,0.025,98.5,0.025,96.675,81.15,0.2295,1,0.374931950207469,0.239004149377593,0.492136929460581,0.261410788381743,0.477178423236515,0.232365145228216,0.132918914375897,0.48995983935743,3.75680979630613,0.34554914688108,4000,4000,3854,4000,0.199463409583818,2.5436470855704,2.28878239908078,-0.547199648257324,0.933912294898504,1.45064406703175,2.1459758379947,2.64185941215166,2.76903478841032,2.19760852881051,1.31839072137858,0.82719292023209,0.840801845698249,0.91929691293194,0.623982528551616,0.266543828949309,0.754891038169294,0.269456458048495,0.37612793090537,0.433427094361147
-99,"observed","mcdb","1017_jacknife_3",FALSE,17,1205,"5677527868878126141357",2.72094736518582,1.56597537135555,0.671540779256556,0,0,98.85,0,0,98.85,0,81.525,0,0.2145,1,0.377426970954357,0.240663900414938,0.499605809128631,0.265560165975104,0.48298755186722,0.225809128630705,0.13224239669876,0.497027600849257,4.02090779561222,0.218303403867013,4000,4000,3859,4000,0.180755112208524,2.50784667758284,2.28123499837577,-0.753950687947256,0.931817289647217,1.73393956268719,2.14099395611127,2.64360827309191,2.7439232941976,2.20601959212416,1.00998373151041,0.827121984814311,0.841531585199979,0.919716843718256,0.578747806133166,0.424156734451799,0.754850854733637,0.413579004486059,0.497645953394708,0.532586501437024
-99,"observed","mcdb","1017_jacknife_4",FALSE,17,1205,"5677527868878126141357",2.68256554553257,1.57599074894633,0.675777620908731,3,0,98.625,0,0.025,98.625,0.025,99.95,99.35,0.24225,1,0.376310165975104,0.23649377593361,0.499585062240664,0.263070539419087,0.482157676348548,0.233195020746888,0.134017944320105,0.509394572025052,4.04168806066305,0.287630033918149,4000,4000,3857,4000,0.199517665217361,2.52809871722531,2.31475516062544,-0.795826807650839,0.930517036552401,1.67494090464264,2.14355200818229,2.64214334276441,2.73543502125481,2.19830781111442,1.06049411661217,0.822638143282657,0.839756684630086,0.919629276355435,0.576140715725088,0.337207946442681,0.769624454334059,0.315545461946241,0.470150024193352,0.506487685057865
-99,"observed","mcdb","1017_jacknife_5",FALSE,16,1205,"1120233794328502650517",2.55489308776977,1.59873908114114,0.681437303076738,0,0,98.725,0,0,98.725,0,82.45,0,0.20825,1,0.358208713692946,0.222406639004149,0.481327800829876,0.249751037344398,0.464730290456432,0.229045643153527,0.133709385813239,0.548458149779736,3.60653109276483,0.201499285480622,4000,4000,3868,4000,0.157977480224013,2.38616937742983,2.20632095451343,-0.577298516043365,0.931693324839448,1.7575886326951,2.09006611838338,2.58775866773193,2.72606774904255,2.14399473561894,0.96847911634745,0.816811694013533,0.833197982128407,0.915648559769976,0.617821346854837,0.490507276592544,0.771827387303299,0.488812367131266,0.513890842815031,0.601017619893401
-99,"observed","mcdb","1017_jacknife_6",FALSE,17,1205,"5677527868878126141357",2.73390575336362,1.61308939981841,0.681163203112894,1,0,98.525,0.025,0.05,98.525,0.05,96.55,80.55,0.23625,1,0.363489004149378,0.231535269709544,0.483008298755187,0.253941908713693,0.467219917012448,0.236514522821577,0.132961754510904,0.540948275862069,3.70560933915363,0.370858628467141,4000,4000,3861,4000,0.188190667737714,2.5445686908305,2.27320481644387,-0.366052598694271,0.930048725056387,1.48268043885613,2.1355012979486,2.63779749292189,2.7301048126397,2.20220413547113,1.24742437378357,0.824130748437527,0.840677880890481,0.919233587575972,0.635894884599732,0.256439602151176,0.712233042822846,0.240983591335869,0.402666651004882,0.423192530355479
-99,"observed","mcdb","1017_jacknife_7",FALSE,17,1205,"5677527868878126141357",2.70624124598077,1.5859268779721,0.677127459926654,1,0,98.775,0,0,98.775,0,96.375,79.725,0.24475,1,0.372828215767635,0.237344398340249,0.492946058091286,0.263029045643154,0.479668049792531,0.232365145228216,0.133087966804979,0.576832151300236,3.84546805719963,0.227479554415385,4000,4000,3839,4000,0.197815956927015,2.5193472328612,2.24686337106261,-0.569340426359085,0.930639623973416,1.69797358440101,2.13949940914221,2.6464323746106,2.73178053572023,2.20356611878238,1.03380695131922,0.824679154973227,0.841376973536957,0.919917150186808,0.603705775578537,0.41866617621236,0.732343567943333,0.392398563756033,0.490355539611633,0.510941057480615
-99,"observed","mcdb","1017_jacknife_8",FALSE,18,1205,"26022730418554164485067",2.80116012298403,1.59238348010211,0.677605413129939,2,0,99.125,0,0,99.125,0,99.4,96.125,0.2565,1,0.387885892116183,0.254771784232365,0.506224066390041,0.276307053941909,0.49045643153527,0.218340248962656,0.129664988861323,0.502534562211981,3.70964380224646,0.221997555138513,4000,4000,3840,4000,0.245117618627082,2.52904520170255,2.31903392068356,-0.338745982750211,0.933566570823505,1.88246446183746,2.20891436869888,2.68888630674777,2.78108278055711,2.26438002895766,0.898618318719649,0.837485442743754,0.85064919681135,0.923116544136637,0.615673014668521,0.385729929951046,0.71645150993319,0.373505798117551,0.534122138454461,0.57499690450964
-99,"observed","mcdb","1017_jacknife_9",FALSE,18,1205,"26022730418554164485067",2.8090823937525,1.55785026617858,0.669586267454073,3,0,99.05,0,0,99.05,0,99.825,99.1,0.26925,1,0.398279875518672,0.265560165975104,0.513692946058091,0.287136929460581,0.499585062240664,0.22655601659751,0.129574745879164,0.573200992555831,3.74004242173743,0.187817702863243,4000,4000,3857,4000,0.248196313381786,2.538036181041,2.27113453719914,-0.489984907487484,0.934660215905374,1.93657667607918,2.19612516404776,2.68986799929986,2.7886383035854,2.26864779268434,0.852061627506223,0.837176667068405,0.852103235137136,0.922683114960142,0.612249704535564,0.455262984203347,0.738258857343107,0.439559101776207,0.579468455465085,0.610273358305017
-99,"observed","mcdb","1018_jacknife_1",FALSE,18,1208,"27087473175292462068763",2.84695950395707,1.62554834172925,0.690041006973378,5,0,99.175,0,0.025,99.175,0.025,100,99.925,0.252,1,0.359508071192053,0.230939569536424,0.477649006622517,0.254966887417219,0.459437086092715,0.222682119205298,0.129784424411024,0.564903846153846,3.63848791248738,0.247468586904083,4000,4000,3824,4000,0.213262093842234,2.52445800715637,2.30654208699933,-0.375253072217784,0.937267005833078,1.73249068951037,2.20303443160103,2.69986160906576,2.82580775828052,2.26294940283194,1.09331706877015,0.836799612681461,0.851967361628876,0.924171568681198,0.635207803049739,0.353062815336645,0.737063094263178,0.344688775538461,0.454421861376037,0.514817129930781
-99,"observed","mcdb","1018_jacknife_10",FALSE,19,1208,"113350669121427988347880",3.02729526110578,1.59604231915687,0.673394259023727,6,0,99.125,0,0,99.125,0,100,100,0.3145,2,0.383834850993377,0.249172185430464,0.495033112582781,0.276448675496689,0.479304635761589,0.22682119205298,0.129931498344371,0.544827586206897,3.96853992228764,0.212093219595632,4000,4000,3850,4000,0.261408278539466,2.60227699832549,2.36388538483388,-0.563797732784572,0.936853098548309,1.86139953427463,2.25170936404345,2.74094935960165,2.84029649865128,2.30633408749765,0.978896964376651,0.843065031413096,0.856481760668392,0.926377989178106,0.589856412087356,0.392812924071082,0.737722985014299,0.378943457189014,0.499787018820457,0.545473559102973
-99,"observed","mcdb","1018_jacknife_2",FALSE,18,1208,"27087473175292462068763",2.85716264886674,1.6029365103763,0.681825906758476,5,0,98.9,0,0,98.9,0,100,99.975,0.26375,1,0.369827193708609,0.23841059602649,0.486754966887417,0.260761589403974,0.471026490066225,0.222682119205298,0.130798429015832,0.516129032258065,3.57368298752744,0.200099502214815,4000,4000,3855,4000,0.218304071244651,2.5702522976875,2.30032190613915,-0.394587344884951,0.933164937941318,1.8838040169128,2.20920447294498,2.69719536409628,2.78708021450096,2.26224334989803,0.903276197588155,0.837288249418885,0.849049246743564,0.923773628349634,0.658130067678476,0.432211864464825,0.754098575735354,0.420369317598066,0.540245489092144,0.581036969649256
-99,"observed","mcdb","1018_jacknife_3",FALSE,18,1208,"27087473175292462068763",2.85400845628548,1.60817895549758,0.683563769132933,5,0,99.025,0,0.025,99.025,0.025,100,99.975,0.27675,1,0.370325745033113,0.240066225165563,0.490894039735099,0.266556291390728,0.471854304635762,0.224337748344371,0.130813539477585,0.477732793522267,3.67774070516439,0.287787542213061,4000,4000,3842,4000,0.221831989592292,2.57327133551666,2.28175364098355,-0.331784024950974,0.935064525678698,1.67828568825629,2.21262390942361,2.69412447267226,2.8039751226793,2.26225377463577,1.12568943442301,0.835506940485066,0.850289529516249,0.924035575468181,0.639370617570297,0.307618023707133,0.710636740177067,0.294574933683844,0.427738369504598,0.481235171511755
-99,"observed","mcdb","1018_jacknife_4",FALSE,17,1208,"5897234545081098657786",2.80409397562629,1.59366038458284,0.675422678829876,4,0,99.45,0,0,99.45,0,99.975,99.975,0.249,1,0.356754966887417,0.228456125827815,0.471875,0.252442052980132,0.455298013245033,0.229304635761589,0.132822640728477,0.544642857142857,4.01533686055546,0.227631189421517,4000,4000,3863,4000,0.17540789046845,2.51175200756506,2.27042909342202,-0.735981939121929,0.931876617253629,1.72250504939535,2.14662284513208,2.64198157345913,2.74143064803525,2.20580876613953,1.0189255986399,0.826466013003816,0.841540255909828,0.919766882483224,0.581855071749424,0.409877353435248,0.748731958724891,0.396854058415169,0.486157899053938,0.525673201861534
-99,"observed","mcdb","1018_jacknife_5",FALSE,17,1208,"5897234545081098657786",2.71251397719022,1.59568309995131,0.685253662120082,3,0,99,0,0.025,99,0.025,99.875,99.575,0.217,1,0.35157988410596,0.219370860927152,0.469370860927152,0.245033112582781,0.45364238410596,0.230960264900662,0.132361548013245,0.473161033797217,3.70102968141279,0.260392910398667,4000,4000,3852,4000,0.206206393678322,2.50875876050449,2.27983908144377,-0.422948889803665,0.933492500328933,1.63390115563964,2.14591263495733,2.64275755810662,2.76444855183915,2.20440904781011,1.13054739619951,0.826689139182492,0.84095496085698,0.919496266611113,0.622138314207527,0.356411882668126,0.730280004189456,0.355376570469128,0.439472882622611,0.49537021261708
-99,"observed","mcdb","1018_jacknife_6",FALSE,19,1208,"113350669121427988347880",3.00312586281102,1.59648101169252,0.676906988728565,6,0,99.325,0,0,99.325,0,100,100,0.29,1,0.384619619205298,0.250807119205298,0.497516556291391,0.275662251655629,0.482657284768212,0.222682119205298,0.127527972138044,0.540909090909091,3.65494392488593,0.194666626463752,4000,4000,3842,4000,0.272106320874748,2.63460052686884,2.34773808226651,-0.264379926420501,0.937097057146616,1.98089821999399,2.24150157134564,2.74294832718801,2.85195610831337,2.30650711593341,0.871057888319382,0.841245484024823,0.855714456054559,0.926845622176659,0.646383160602887,0.439726827894534,0.714680734470785,0.418061393318548,0.57567558088459,0.626191438817401
