"sim","source","dat","site","singletons","s0","n0","nparts","skew","shannon","simpson","nsingletons","prop_off_actual","skew_percentile","shannon_percentile","simpson_percentile","skew_percentile_excl","simpson_percentile_excl","nsingletons_percentile","nsingletons_percentile_excl","nsingletons_mean","nsingletons_95","nsingeltons_median","mean_prop_off_actual","prop_off_actual_2p5","prop_off_actual_97p5","prop_off_actual_5","prop_off_actual_95","prop_off_sim_95","mean_prop_off_sim","prop_off_sim_95_1t"
27,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.10416335732423,3.3208143324258,0.954396573444192,0,0.277056277056277,7.65,70.025,79.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.40326688292744,3.293417982511,0.95264331627968,5,0.255411255411255,20.4,61.9,72.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.19280836294684,3.23183835180397,0.940724499166058,1,0.19047619047619,66.025,42.675,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",0.851120299612421,3.51158509984154,0.964928609950255,2,0.343434343434343,1.975,99.275,99.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",0.902064794550466,3.41458955426006,0.960839064735169,8,0.329004329004329,2.95,92.55,96.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.25679231405469,3.27135781748099,0.945097230811517,3,0.194805194805195,68.9,54.725,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.01547508342166,3.41780915691782,0.95982708969722,4,0.304473304473304,5.175,93,95.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.71018003480443,3.27690280255503,0.944922321545698,4,0.223665223665224,84.425,56.175,41.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.6493071425906,3.28821833415511,0.950561063115176,0,0.236652236652237,35.625,60.6,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.47716683844943,3.30191996806551,0.949465797950646,6,0.274170274170274,77.75,64.5,59.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",3.36342445453702,2.99426353618828,0.911935266913622,4,0.101010101010101,94.975,4.8,1.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.4667032504831,3.44007596029897,0.959643851418743,0,0.301587301587302,23.85,95.7,94.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",3.1687307643786,3.05985576723331,0.922563087065252,3,0.141414141414141,92.775,10,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.74609734996984,3.2124578762639,0.946234141039336,8,0.210678210678211,42.25,37.45,46.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.2388979596855,3.36574400488958,0.956224791722627,3,0.275613275613276,12.2,82.675,85.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.13663652750919,3.13305092105738,0.934523549242164,2,0.151515151515152,64.15,19.9,17.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.56709632926711,3.15381797632606,0.933903037799142,6,0.158730158730159,80.35,23.9,16.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.37390387878632,3.03180035683392,0.937455361697786,12,0.207792207792208,18.675,7.575,22.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.2891135637429,3.08642479262364,0.934361133495333,9,0.16017316017316,70.525,13.325,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.15116349113404,3.16181633093668,0.939991546052152,11,0.177489177489178,64.525,25.525,28.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.12371320839943,3.36693956123104,0.956941086811217,5,0.297258297258297,8.25,83.025,87.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.42343280838704,3.29972131778604,0.951756276431601,1,0.238095238095238,21.6,63.575,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.69652490771504,3.34849812001178,0.953738581444209,0,0.261183261183261,38.8,78.225,76.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.47984442272996,3.29025778895335,0.950894223621496,1,0.243867243867244,24.625,61.175,65.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",3.32250412995372,3.1741619851341,0.931337701900472,3,0.181818181818182,94.575,28.625,13.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",0.887668089907956,3.36185202123063,0.958036351975746,7,0.298701298701299,2.725,81.6,91.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.16389816197662,3.17418285147797,0.946883804026661,6,0.23953823953824,9.35,28.65,49.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",0.935913333936617,3.37457440833552,0.958098819570681,3,0.305916305916306,3.425,84.775,91.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.75301730431759,3.0953183503672,0.933307513394093,8,0.177489177489178,85.425,14.25,15.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.12657710765567,3.29530130780911,0.954763050001145,9,0.284271284271284,8.325,62.325,80.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",3.14328195604212,3.10215960356203,0.925336648280371,1,0.142857142857143,92.45,15.325,7.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.93953076591707,3.21434400165805,0.944514199925455,4,0.207792207792208,53.95,37.975,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.23021686952969,3.17285060191832,0.940491286811633,1,0.187590187590188,67.75,28.225,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.81700955535988,3.25047985516442,0.946171673444401,6,0.200577200577201,46.65,48.325,46.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.99218498409271,3.03312358236865,0.922471467926013,6,0.151515151515152,90.35,7.75,6.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.74810411452318,3.33214873745817,0.953409585444217,3,0.268398268398268,42.35,73.65,75.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.23486462635107,3.22793247043372,0.9497031748114,3,0.248196248196248,12.025,41.65,60.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.36109164691113,3.24025472017567,0.948824463975979,8,0.233766233766234,18.025,45.525,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.71619974363716,3.0997577730923,0.928697404887881,1,0.147186147186147,84.6,14.7,10.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.40557724936189,3.32174793174984,0.95285154159613,5,0.24963924963925,20.575,70.4,73.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.78283041001665,3.02254260586668,0.920672401191882,0,0.105339105339105,86.325,6.575,5.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.19712745155747,3.18901195214195,0.938354895064852,3,0.165945165945166,66.15,31.575,24.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.73491847991862,3.33611048107875,0.951627176735402,2,0.226551226551227,41.75,74.55,68.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.63583726040644,3.321214166489,0.95213941101387,3,0.248196248196248,34.65,70.075,70.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.52228327568152,3.22509700186581,0.945655274659604,1,0.215007215007215,27.3,40.75,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.61906562379594,3.26126545257902,0.949145130963313,5,0.223665223665224,33.375,51.7,57.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.48517980744016,3.18176035489463,0.937263794406652,4,0.16017316017316,78,30.075,22.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",0.454159606923823,3.31962907701729,0.957782317089676,4,0.341991341991342,0.075,69.75,90.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.88974817099392,3.37576510422475,0.955591786760618,3,0.297258297258297,50.6,85,83.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",3.10532979714747,3.1086509901115,0.928501673090418,1,0.152958152958153,92.025,16.35,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.05833997324042,3.08083678781172,0.933403297039661,2,0.152958152958153,60.575,12.675,15.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.67372885269302,3.1245985663286,0.939525121343303,4,0.196248196248196,37.2,18.475,27.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.32346591820468,3.38712252107905,0.957361701950447,0,0.285714285714286,16.075,87.575,89.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.45893230961384,3.25421505474813,0.949320040229131,6,0.222222222222222,23.4,49.3,58.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.48269323975326,3.14350637700698,0.933519903216873,3,0.148629148629149,77.875,21.85,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",3.95745063795284,3.16166681361487,0.929138842558756,5,0.193362193362193,98.225,25.425,10.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.98474906794524,2.84690189037692,0.909103402609896,7,0.106782106782107,90.25,0.725,1.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.57880252348004,3.32760788816108,0.947958246659545,0,0.232323232323232,80.65,72.075,53.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.28163302813137,2.97460188470005,0.923425139875356,2,0.138528138528139,70.2,3.9,6.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",3.28463108613739,3.20108845327848,0.93466514245735,2,0.168831168831169,94.15,34.375,17.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.56408771399295,3.06436938557489,0.930371536432143,7,0.152958152958153,80.25,10.425,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.24937860341487,3.24034910917777,0.949278395165841,1,0.235209235209235,12.775,45.575,58.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.26442871659062,3.30668359643969,0.947808324431701,0,0.219336219336219,69.2,66.3,52.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.57415252876038,3.40175902237204,0.954263309241664,1,0.305916305916306,80.5,90.35,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.42353117179998,3.32794273355811,0.952489229545507,1,0.243867243867244,21.625,72.2,71.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.79152228348752,3.00507773981525,0.922175787976654,3,0.118326118326118,86.6,5.6,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.97221320755227,3.45366586866349,0.960555878304796,0,0.337662337662338,55.55,96.975,95.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.9328199864958,3.08880236847116,0.935010796482658,5,0.161616161616162,53.45,13.675,18.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.34713569886818,3.39703619920343,0.957982213393469,0,0.308802308802309,17.325,89.35,91.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.65401846347218,3.50704412495595,0.963117049697136,0,0.33044733044733,36,99.225,98.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.13258030711082,3.30125801715787,0.94982811000127,6,0.232323232323232,64.025,64.225,60.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",0.455453764382311,3.34140819145387,0.959177426709894,9,0.346320346320346,0.1,76.35,93.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.74702876188334,3.05465168130921,0.925145080989237,2,0.122655122655123,85.3,9.6,7.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.88113666220316,3.27697626880906,0.942694310659679,0,0.219336219336219,88.275,56.225,35.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.9107474876023,3.28162863134849,0.947804159925372,5,0.210678210678211,52.1,57.975,52.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.92133942591016,3.20059984774344,0.944930650558356,8,0.220779220779221,52.725,34.25,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",3.0967365861766,3.15810915333982,0.933361651976371,0,0.184704184704185,91.9,24.675,15.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",2.46951151509823,3.32008191081079,0.947650073191199,0,0.227994227994228,77.525,69.85,51.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.43700875717766,3.27981680101608,0.951385635368319,3,0.252525252525253,22.375,57.275,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"sampled","misc_abund_short","11",FALSE,43,693,"290386568108473847024963",1.4953274268515,3.38360503759502,0.955375232431509,0,0.25974025974026,25.55,87.05,82.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
