"sim","source","dat","site","singletons","s0","n0","nparts","skew","shannon","simpson","nsingletons","prop_off_actual","skew_percentile","shannon_percentile","simpson_percentile","skew_percentile_excl","simpson_percentile_excl","nsingletons_percentile","nsingletons_percentile_excl","nsingletons_mean","nsingletons_95","nsingeltons_median","mean_prop_off_actual","prop_off_actual_2p5","prop_off_actual_97p5","prop_off_actual_5","prop_off_actual_95","prop_off_sim_95","mean_prop_off_sim","prop_off_sim_95_1t"
2513,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.696899445287601,2.25153971642201,0.875241035234334,0,0.0805812417437252,30.9,67.875,69.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2514,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.0850600491519603,2.41722996167137,0.903036215053163,0,0.134742404227213,3.15,98.55,98.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2515,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.760338511605404,2.17644430064574,0.861336465119039,0,0.0924702774108322,35.725,45.1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2516,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",1.11692686102647,2.3480562727652,0.886252310011884,0,0.0739762219286658,60.825,91.825,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2517,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.415130613620317,2.36913143662037,0.894461032128143,0,0.0792602377807133,13.325,95.125,95.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2518,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.660905581775572,2.33608806794479,0.886821196791199,0,0.0528401585204756,28.55,89.625,87.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2519,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",1.60217672090639,2.16581799350195,0.843407806313247,0,0.122853368560106,84.625,42.1,27.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2520,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",1.69544679163772,2.1568462415655,0.844046495151374,0,0.126816380449141,87.675,39.725,27.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2521,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",1.55428464209684,1.90063328677112,0.797896863968003,0,0.194187582562748,82.825,3.4,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.417851986663928,2.31702887857569,0.887428474702861,0,0.0620871862615588,13.475,86.075,87.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",2.05214932390409,2.21850478785401,0.852705440546969,0,0.150594451783355,95.25,57.85,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.359953923875301,2.17219023152925,0.868348081926676,0,0.109643328929987,10.675,44.075,58.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2525,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.447658358654283,2.21153058514287,0.873443632219932,0,0.0792602377807133,14.925,55.8,66.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",1.66130427934845,2.23503083816675,0.860830400192654,0,0.143989431968296,86.525,62.575,47.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2527,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",2.27860655780439,2.22838413365629,0.848053133327167,0,0.153236459709379,98.125,60.85,31.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2528,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.531510959927745,2.31513722479586,0.887313301305822,0,0.0858652575957728,19.175,85.7,87.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2529,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.642252526795825,2.21763006466466,0.871590387558481,0,0.0634081902245707,27.2,57.6,63.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.826099849168155,2.2372920834404,0.87068994099981,0,0.047556142668428,41.025,63.375,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2531,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",2.71132787230034,1.88622336991527,0.726820917582964,0,0.309114927344782,99.975,2.975,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2532,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.948345855547726,2.29369513915571,0.878336756542634,0,0.105680317040951,49.675,79.65,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.320205001797186,2.29709888373641,0.886203448570716,1,0.0647291941875826,9.25,80.7,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.746483161679834,2.28068427625839,0.878141310777961,0,0.0396301188903567,34.525,76.35,74.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.572340213069699,2.44481395517849,0.904041364700052,0,0.103038309114927,21.925,99.425,99.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.910700364996977,2.31325237090469,0.881973443806725,0,0.095112285336856,47.15,85.2,80.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2537,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.802225736122683,2.27820144707636,0.877027967939914,0,0.0845442536327609,39.225,75.7,72.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
