"rank","abund","site","dat","singletons","sim","source"
2,1,"425063002034","fia_small",FALSE,-99,"observed"
1,1,"425063002722","fia_small",FALSE,-99,"observed"
2,1,"425063002722","fia_small",FALSE,-99,"observed"
1,1,"425063002751","fia_small",FALSE,-99,"observed"
2,1,"425063002751","fia_small",FALSE,-99,"observed"
1,1,"425063004510","fia_small",FALSE,-99,"observed"
2,1,"425063004510","fia_small",FALSE,-99,"observed"
1,1,"425063005159","fia_small",FALSE,-99,"observed"
2,1,"425063005159","fia_small",FALSE,-99,"observed"
3,1,"425063005159","fia_small",FALSE,-99,"observed"
1,1,"425063005988","fia_small",FALSE,-99,"observed"
2,1,"425063005988","fia_small",FALSE,-99,"observed"
1,1,"425073004278","fia_small",FALSE,-99,"observed"
2,1,"425073004278","fia_small",FALSE,-99,"observed"
3,1,"425073004278","fia_small",FALSE,-99,"observed"
1,1,"425085001434","fia_small",FALSE,-99,"observed"
2,1,"425085001434","fia_small",FALSE,-99,"observed"
3,1,"425085001434","fia_small",FALSE,-99,"observed"
1,1,"425085003650","fia_small",FALSE,-99,"observed"
2,1,"425085003650","fia_small",FALSE,-99,"observed"
3,1,"425085003650","fia_small",FALSE,-99,"observed"
4,1,"425085003650","fia_small",FALSE,-99,"observed"
5,1,"425085003650","fia_small",FALSE,-99,"observed"
1,1,"425125000616","fia_small",FALSE,-99,"observed"
2,1,"425125000616","fia_small",FALSE,-99,"observed"
1,1,"425125000909","fia_small",FALSE,-99,"observed"
1,1,"425125000922","fia_small",FALSE,-99,"observed"
1,1,"425125001046","fia_small",FALSE,-99,"observed"
2,1,"425125001046","fia_small",FALSE,-99,"observed"
3,1,"425125001046","fia_small",FALSE,-99,"observed"
1,1,"425125001305","fia_small",FALSE,-99,"observed"
2,1,"425125001305","fia_small",FALSE,-99,"observed"
1,1,"425125001881","fia_small",FALSE,-99,"observed"
1,1,"425125002143","fia_small",FALSE,-99,"observed"
2,1,"425125002143","fia_small",FALSE,-99,"observed"
3,1,"425125002143","fia_small",FALSE,-99,"observed"
1,1,"425125004127","fia_small",FALSE,-99,"observed"
2,1,"425125004127","fia_small",FALSE,-99,"observed"
3,1,"425125004127","fia_small",FALSE,-99,"observed"
1,1,"425125004451","fia_small",FALSE,-99,"observed"
1,1,"425129000262","fia_small",FALSE,-99,"observed"
1,1,"425129000638","fia_small",FALSE,-99,"observed"
2,1,"425129000638","fia_small",FALSE,-99,"observed"
1,1,"425129001739","fia_small",FALSE,-99,"observed"
2,1,"425129001739","fia_small",FALSE,-99,"observed"
3,1,"425129001739","fia_small",FALSE,-99,"observed"
1,1,"425129001847","fia_small",FALSE,-99,"observed"
2,1,"425129001847","fia_small",FALSE,-99,"observed"
3,1,"425129001847","fia_small",FALSE,-99,"observed"
1,1,"426023000432","fia_small",FALSE,-99,"observed"
1,1,"426027000559","fia_small",FALSE,-99,"observed"
2,1,"426027000559","fia_small",FALSE,-99,"observed"
1,1,"426027001655","fia_small",FALSE,-99,"observed"
1,1,"426027001796","fia_small",FALSE,-99,"observed"
2,1,"426027001796","fia_small",FALSE,-99,"observed"
1,1,"426027002422","fia_small",FALSE,-99,"observed"
1,1,"426027003205","fia_small",FALSE,-99,"observed"
2,1,"426027003205","fia_small",FALSE,-99,"observed"
1,1,"426027004016","fia_small",FALSE,-99,"observed"
1,1,"426027005461","fia_small",FALSE,-99,"observed"
2,1,"426027005461","fia_small",FALSE,-99,"observed"
3,1,"426027005461","fia_small",FALSE,-99,"observed"
4,1,"426027005461","fia_small",FALSE,-99,"observed"
1,1,"426031000519","fia_small",FALSE,-99,"observed"
1,1,"426031001493","fia_small",FALSE,-99,"observed"
1,1,"426031001935","fia_small",FALSE,-99,"observed"
2,1,"426031001935","fia_small",FALSE,-99,"observed"
3,1,"426031001935","fia_small",FALSE,-99,"observed"
4,1,"426031001935","fia_small",FALSE,-99,"observed"
1,1,"426031001950","fia_small",FALSE,-99,"observed"
2,1,"426031001950","fia_small",FALSE,-99,"observed"
1,1,"426031002175","fia_small",FALSE,-99,"observed"
2,1,"426031002175","fia_small",FALSE,-99,"observed"
3,1,"426031002175","fia_small",FALSE,-99,"observed"
1,1,"426033000220","fia_small",FALSE,-99,"observed"
2,1,"426033000220","fia_small",FALSE,-99,"observed"
1,1,"426033001050","fia_small",FALSE,-99,"observed"
2,1,"426033001050","fia_small",FALSE,-99,"observed"
3,1,"426033001050","fia_small",FALSE,-99,"observed"
1,1,"426033001055","fia_small",FALSE,-99,"observed"
1,1,"426033002239","fia_small",FALSE,-99,"observed"
2,1,"426033002239","fia_small",FALSE,-99,"observed"
3,1,"426033002239","fia_small",FALSE,-99,"observed"
1,1,"426033003063","fia_small",FALSE,-99,"observed"
2,1,"426033003063","fia_small",FALSE,-99,"observed"
1,1,"426033004710","fia_small",FALSE,-99,"observed"
1,1,"426033004818","fia_small",FALSE,-99,"observed"
2,1,"426033004818","fia_small",FALSE,-99,"observed"
1,1,"426033005615","fia_small",FALSE,-99,"observed"
2,1,"426033005615","fia_small",FALSE,-99,"observed"
1,1,"426035000481","fia_small",FALSE,-99,"observed"
2,1,"426035000481","fia_small",FALSE,-99,"observed"
1,1,"426035000800","fia_small",FALSE,-99,"observed"
2,1,"426035000800","fia_small",FALSE,-99,"observed"
3,1,"426035000800","fia_small",FALSE,-99,"observed"
1,1,"426035000875","fia_small",FALSE,-99,"observed"
2,1,"426035000875","fia_small",FALSE,-99,"observed"
1,1,"426035000887","fia_small",FALSE,-99,"observed"
2,1,"426035000887","fia_small",FALSE,-99,"observed"
1,1,"426035000913","fia_small",FALSE,-99,"observed"
1,1,"426035001930","fia_small",FALSE,-99,"observed"
2,1,"426035001930","fia_small",FALSE,-99,"observed"
3,1,"426035001930","fia_small",FALSE,-99,"observed"
1,1,"426035002011","fia_small",FALSE,-99,"observed"
2,1,"426035002011","fia_small",FALSE,-99,"observed"
3,1,"426035002011","fia_small",FALSE,-99,"observed"
4,1,"426035002011","fia_small",FALSE,-99,"observed"
1,1,"426035002045","fia_small",FALSE,-99,"observed"
1,1,"426035002278","fia_small",FALSE,-99,"observed"
2,1,"426035002278","fia_small",FALSE,-99,"observed"
1,1,"426035004255","fia_small",FALSE,-99,"observed"
1,1,"426035004579","fia_small",FALSE,-99,"observed"
2,1,"426035004579","fia_small",FALSE,-99,"observed"
1,1,"426035006135","fia_small",FALSE,-99,"observed"
2,1,"426035006135","fia_small",FALSE,-99,"observed"
1,1,"426047000164","fia_small",FALSE,-99,"observed"
2,1,"426047000164","fia_small",FALSE,-99,"observed"
1,1,"426047000391","fia_small",FALSE,-99,"observed"
2,1,"426047000391","fia_small",FALSE,-99,"observed"
1,1,"426047000802","fia_small",FALSE,-99,"observed"
1,1,"426047000817","fia_small",FALSE,-99,"observed"
1,1,"426047002050","fia_small",FALSE,-99,"observed"
1,1,"426047002343","fia_small",FALSE,-99,"observed"
1,1,"426047002621","fia_small",FALSE,-99,"observed"
1,1,"426047003037","fia_small",FALSE,-99,"observed"
2,1,"426047003037","fia_small",FALSE,-99,"observed"
3,1,"426047003037","fia_small",FALSE,-99,"observed"
1,1,"426047003520","fia_small",FALSE,-99,"observed"
2,1,"426047003520","fia_small",FALSE,-99,"observed"
3,1,"426047003520","fia_small",FALSE,-99,"observed"
4,1,"426047003520","fia_small",FALSE,-99,"observed"
1,1,"426047003687","fia_small",FALSE,-99,"observed"
2,1,"426047003687","fia_small",FALSE,-99,"observed"
1,1,"426047004698","fia_small",FALSE,-99,"observed"
2,1,"426047004698","fia_small",FALSE,-99,"observed"
1,1,"426053001947","fia_small",FALSE,-99,"observed"
1,1,"426053005246","fia_small",FALSE,-99,"observed"
2,1,"426053005246","fia_small",FALSE,-99,"observed"
1,1,"426053006202","fia_small",FALSE,-99,"observed"
2,1,"426053006202","fia_small",FALSE,-99,"observed"
3,1,"426053006202","fia_small",FALSE,-99,"observed"
4,1,"426053006202","fia_small",FALSE,-99,"observed"
5,1,"426053006202","fia_small",FALSE,-99,"observed"
1,1,"426065000319","fia_small",FALSE,-99,"observed"
2,1,"426065000319","fia_small",FALSE,-99,"observed"
1,1,"426065000475","fia_small",FALSE,-99,"observed"
2,1,"426065000475","fia_small",FALSE,-99,"observed"
3,1,"426065000475","fia_small",FALSE,-99,"observed"
4,1,"426065000475","fia_small",FALSE,-99,"observed"
5,1,"426065000475","fia_small",FALSE,-99,"observed"
1,1,"426065000688","fia_small",FALSE,-99,"observed"
1,1,"426065000848","fia_small",FALSE,-99,"observed"
2,1,"426065000848","fia_small",FALSE,-99,"observed"
1,1,"426065000933","fia_small",FALSE,-99,"observed"
1,1,"426065002323","fia_small",FALSE,-99,"observed"
2,1,"426065002323","fia_small",FALSE,-99,"observed"
3,1,"426065002323","fia_small",FALSE,-99,"observed"
1,1,"426065004879","fia_small",FALSE,-99,"observed"
2,1,"426065004879","fia_small",FALSE,-99,"observed"
3,1,"426065004879","fia_small",FALSE,-99,"observed"
1,1,"426081000030","fia_small",FALSE,-99,"observed"
1,1,"426081000835","fia_small",FALSE,-99,"observed"
1,1,"426081000957","fia_small",FALSE,-99,"observed"
2,1,"426081000957","fia_small",FALSE,-99,"observed"
3,1,"426081000957","fia_small",FALSE,-99,"observed"
4,1,"426081000957","fia_small",FALSE,-99,"observed"
1,1,"426081001579","fia_small",FALSE,-99,"observed"
1,1,"426081002576","fia_small",FALSE,-99,"observed"
2,1,"426081002576","fia_small",FALSE,-99,"observed"
3,1,"426081002576","fia_small",FALSE,-99,"observed"
1,1,"426081002683","fia_small",FALSE,-99,"observed"
2,1,"426081002683","fia_small",FALSE,-99,"observed"
1,1,"426081004440","fia_small",FALSE,-99,"observed"
2,1,"426081004440","fia_small",FALSE,-99,"observed"
1,1,"426081004643","fia_small",FALSE,-99,"observed"
1,1,"426081005412","fia_small",FALSE,-99,"observed"
1,1,"426081005898","fia_small",FALSE,-99,"observed"
2,1,"426081005898","fia_small",FALSE,-99,"observed"
1,1,"426081006039","fia_small",FALSE,-99,"observed"
2,1,"426081006039","fia_small",FALSE,-99,"observed"
1,1,"426081006120","fia_small",FALSE,-99,"observed"
2,1,"426081006120","fia_small",FALSE,-99,"observed"
3,1,"426081006120","fia_small",FALSE,-99,"observed"
1,1,"426083001222","fia_small",FALSE,-99,"observed"
2,1,"426083001222","fia_small",FALSE,-99,"observed"
3,1,"426083001222","fia_small",FALSE,-99,"observed"
4,1,"426083001222","fia_small",FALSE,-99,"observed"
1,1,"426083001302","fia_small",FALSE,-99,"observed"
1,1,"426083001758","fia_small",FALSE,-99,"observed"
2,1,"426083001758","fia_small",FALSE,-99,"observed"
1,1,"426083004873","fia_small",FALSE,-99,"observed"
2,1,"426083004873","fia_small",FALSE,-99,"observed"
1,1,"426083005028","fia_small",FALSE,-99,"observed"
2,1,"426083005028","fia_small",FALSE,-99,"observed"
1,1,"426083005036","fia_small",FALSE,-99,"observed"
1,1,"426105000191","fia_small",FALSE,-99,"observed"
1,1,"426105000192","fia_small",FALSE,-99,"observed"
1,1,"426105000260","fia_small",FALSE,-99,"observed"
1,1,"426105001510","fia_small",FALSE,-99,"observed"
2,1,"426105001510","fia_small",FALSE,-99,"observed"
1,1,"426105002112","fia_small",FALSE,-99,"observed"
1,1,"426105002851","fia_small",FALSE,-99,"observed"
1,1,"426105002929","fia_small",FALSE,-99,"observed"
1,1,"426105002998","fia_small",FALSE,-99,"observed"
1,1,"426105003221","fia_small",FALSE,-99,"observed"
1,1,"426105003596","fia_small",FALSE,-99,"observed"
1,1,"426105003660","fia_small",FALSE,-99,"observed"
1,1,"426105004584","fia_small",FALSE,-99,"observed"
1,1,"426105004837","fia_small",FALSE,-99,"observed"
2,1,"426105004837","fia_small",FALSE,-99,"observed"
3,1,"426105004837","fia_small",FALSE,-99,"observed"
1,1,"426105005024","fia_small",FALSE,-99,"observed"
1,1,"426105005756","fia_small",FALSE,-99,"observed"
2,1,"426105005756","fia_small",FALSE,-99,"observed"
1,1,"426113001705","fia_small",FALSE,-99,"observed"
1,1,"426113003077","fia_small",FALSE,-99,"observed"
2,1,"426113003077","fia_small",FALSE,-99,"observed"
1,1,"426113003340","fia_small",FALSE,-99,"observed"
2,1,"426113003340","fia_small",FALSE,-99,"observed"
3,1,"426113003340","fia_small",FALSE,-99,"observed"
1,1,"426117000808","fia_small",FALSE,-99,"observed"
1,1,"426117001086","fia_small",FALSE,-99,"observed"
1,1,"426117002063","fia_small",FALSE,-99,"observed"
2,1,"426117002063","fia_small",FALSE,-99,"observed"
1,1,"426117002200","fia_small",FALSE,-99,"observed"
2,1,"426117002200","fia_small",FALSE,-99,"observed"
3,1,"426117002200","fia_small",FALSE,-99,"observed"
4,1,"426117002200","fia_small",FALSE,-99,"observed"
1,1,"426117002639","fia_small",FALSE,-99,"observed"
1,1,"426117004516","fia_small",FALSE,-99,"observed"
2,1,"426117004516","fia_small",FALSE,-99,"observed"
3,1,"426117004516","fia_small",FALSE,-99,"observed"
1,1,"426117005228","fia_small",FALSE,-99,"observed"
1,1,"426117005326","fia_small",FALSE,-99,"observed"
1,1,"426121000217","fia_small",FALSE,-99,"observed"
2,1,"426121000217","fia_small",FALSE,-99,"observed"
1,1,"426121000823","fia_small",FALSE,-99,"observed"
2,1,"426121000823","fia_small",FALSE,-99,"observed"
3,1,"426121000823","fia_small",FALSE,-99,"observed"
1,1,"426121001877","fia_small",FALSE,-99,"observed"
1,1,"426121002690","fia_small",FALSE,-99,"observed"
2,1,"426121002690","fia_small",FALSE,-99,"observed"
1,1,"426121004819","fia_small",FALSE,-99,"observed"
2,1,"426121004819","fia_small",FALSE,-99,"observed"
3,1,"426121004819","fia_small",FALSE,-99,"observed"
1,1,"426121005029","fia_small",FALSE,-99,"observed"
2,1,"426121005029","fia_small",FALSE,-99,"observed"
3,1,"426121005029","fia_small",FALSE,-99,"observed"
4,1,"426121005029","fia_small",FALSE,-99,"observed"
5,1,"426121005029","fia_small",FALSE,-99,"observed"
1,1,"426121005274","fia_small",FALSE,-99,"observed"
1,1,"426121005792","fia_small",FALSE,-99,"observed"
1,1,"426123001234","fia_small",FALSE,-99,"observed"
1,1,"426123001861","fia_small",FALSE,-99,"observed"
2,1,"426123001861","fia_small",FALSE,-99,"observed"
3,1,"426123001861","fia_small",FALSE,-99,"observed"
1,1,"426123002891","fia_small",FALSE,-99,"observed"
1,1,"426123004082","fia_small",FALSE,-99,"observed"
1,1,"426123005079","fia_small",FALSE,-99,"observed"
2,1,"426123005079","fia_small",FALSE,-99,"observed"
3,1,"426123005079","fia_small",FALSE,-99,"observed"
1,1,"426123005263","fia_small",FALSE,-99,"observed"
2,1,"426123005263","fia_small",FALSE,-99,"observed"
3,1,"426123005263","fia_small",FALSE,-99,"observed"
1,1,"426123005679","fia_small",FALSE,-99,"observed"
2,1,"426123005679","fia_small",FALSE,-99,"observed"
3,1,"426123005679","fia_small",FALSE,-99,"observed"
4,1,"426123005679","fia_small",FALSE,-99,"observed"
1,1,"427009000370","fia_small",FALSE,-99,"observed"
2,1,"427009000370","fia_small",FALSE,-99,"observed"
3,1,"427009000370","fia_small",FALSE,-99,"observed"
1,1,"427009000869","fia_small",FALSE,-99,"observed"
2,1,"427009000869","fia_small",FALSE,-99,"observed"
1,1,"427009001042","fia_small",FALSE,-99,"observed"
2,1,"427009001042","fia_small",FALSE,-99,"observed"
3,1,"427009001042","fia_small",FALSE,-99,"observed"
4,1,"427009001042","fia_small",FALSE,-99,"observed"
5,1,"427009001042","fia_small",FALSE,-99,"observed"
1,1,"427009002189","fia_small",FALSE,-99,"observed"
1,1,"427009002242","fia_small",FALSE,-99,"observed"
2,1,"427009002242","fia_small",FALSE,-99,"observed"
3,1,"427009002242","fia_small",FALSE,-99,"observed"
1,1,"427009002508","fia_small",FALSE,-99,"observed"
1,1,"427009005636","fia_small",FALSE,-99,"observed"
1,1,"427013002510","fia_small",FALSE,-99,"observed"
2,1,"427013002510","fia_small",FALSE,-99,"observed"
1,1,"427013003240","fia_small",FALSE,-99,"observed"
2,1,"427013003240","fia_small",FALSE,-99,"observed"
3,1,"427013003240","fia_small",FALSE,-99,"observed"
4,1,"427013003240","fia_small",FALSE,-99,"observed"
1,1,"427013003783","fia_small",FALSE,-99,"observed"
1,1,"427021003498","fia_small",FALSE,-99,"observed"
1,1,"427021004588","fia_small",FALSE,-99,"observed"
1,1,"427051000992","fia_small",FALSE,-99,"observed"
2,1,"427051000992","fia_small",FALSE,-99,"observed"
1,1,"427051001001","fia_small",FALSE,-99,"observed"
2,1,"427051001001","fia_small",FALSE,-99,"observed"
3,1,"427051001001","fia_small",FALSE,-99,"observed"
1,1,"427051001123","fia_small",FALSE,-99,"observed"
1,1,"427051002605","fia_small",FALSE,-99,"observed"
1,1,"427051004122","fia_small",FALSE,-99,"observed"
2,1,"427051004122","fia_small",FALSE,-99,"observed"
3,1,"427051004122","fia_small",FALSE,-99,"observed"
1,1,"427051005266","fia_small",FALSE,-99,"observed"
1,1,"427051005768","fia_small",FALSE,-99,"observed"
2,1,"427051005768","fia_small",FALSE,-99,"observed"
3,1,"427051005768","fia_small",FALSE,-99,"observed"
1,1,"427111000113","fia_small",FALSE,-99,"observed"
1,1,"427111000851","fia_small",FALSE,-99,"observed"
2,1,"427111000851","fia_small",FALSE,-99,"observed"
3,1,"427111000851","fia_small",FALSE,-99,"observed"
4,1,"427111000851","fia_small",FALSE,-99,"observed"
1,1,"427111001080","fia_small",FALSE,-99,"observed"
1,1,"427111002507","fia_small",FALSE,-99,"observed"
2,1,"427111002507","fia_small",FALSE,-99,"observed"
3,1,"427111002507","fia_small",FALSE,-99,"observed"
1,1,"427111004316","fia_small",FALSE,-99,"observed"
2,1,"427111004316","fia_small",FALSE,-99,"observed"
1,1,"427111004542","fia_small",FALSE,-99,"observed"
2,1,"427111004542","fia_small",FALSE,-99,"observed"
1,1,"427111004549","fia_small",FALSE,-99,"observed"
2,1,"427111004549","fia_small",FALSE,-99,"observed"
1,1,"427111005965","fia_small",FALSE,-99,"observed"
2,1,"427111005965","fia_small",FALSE,-99,"observed"
1,1,"428015000076","fia_small",FALSE,-99,"observed"
1,1,"428015000219","fia_small",FALSE,-99,"observed"
1,1,"428015001318","fia_small",FALSE,-99,"observed"
2,1,"428015001318","fia_small",FALSE,-99,"observed"
3,1,"428015001318","fia_small",FALSE,-99,"observed"
4,1,"428015001318","fia_small",FALSE,-99,"observed"
5,1,"428015001318","fia_small",FALSE,-99,"observed"
1,1,"428015001345","fia_small",FALSE,-99,"observed"
1,1,"428015001426","fia_small",FALSE,-99,"observed"
2,1,"428015001426","fia_small",FALSE,-99,"observed"
1,1,"428015001994","fia_small",FALSE,-99,"observed"
2,1,"428015001994","fia_small",FALSE,-99,"observed"
3,1,"428015001994","fia_small",FALSE,-99,"observed"
1,1,"428015002841","fia_small",FALSE,-99,"observed"
2,1,"428015002841","fia_small",FALSE,-99,"observed"
3,1,"428015002841","fia_small",FALSE,-99,"observed"
1,1,"428015003013","fia_small",FALSE,-99,"observed"
2,1,"428015003013","fia_small",FALSE,-99,"observed"
1,1,"428015003437","fia_small",FALSE,-99,"observed"
1,1,"428015004174","fia_small",FALSE,-99,"observed"
2,1,"428015004174","fia_small",FALSE,-99,"observed"
1,1,"428015004377","fia_small",FALSE,-99,"observed"
2,1,"428015004377","fia_small",FALSE,-99,"observed"
3,1,"428015004377","fia_small",FALSE,-99,"observed"
1,1,"428015004944","fia_small",FALSE,-99,"observed"
2,1,"428015004944","fia_small",FALSE,-99,"observed"
1,1,"428015005967","fia_small",FALSE,-99,"observed"
2,1,"428015005967","fia_small",FALSE,-99,"observed"
3,1,"428015005967","fia_small",FALSE,-99,"observed"
4,1,"428015005967","fia_small",FALSE,-99,"observed"
1,1,"428025000460","fia_small",FALSE,-99,"observed"
2,1,"428025000460","fia_small",FALSE,-99,"observed"
1,1,"428025001097","fia_small",FALSE,-99,"observed"
1,1,"428025001521","fia_small",FALSE,-99,"observed"
2,1,"428025001521","fia_small",FALSE,-99,"observed"
1,1,"428025004406","fia_small",FALSE,-99,"observed"
2,1,"428025004406","fia_small",FALSE,-99,"observed"
1,1,"428037000639","fia_small",FALSE,-99,"observed"
2,1,"428037000639","fia_small",FALSE,-99,"observed"
3,1,"428037000639","fia_small",FALSE,-99,"observed"
1,1,"428037001913","fia_small",FALSE,-99,"observed"
2,1,"428037001913","fia_small",FALSE,-99,"observed"
1,1,"428037002249","fia_small",FALSE,-99,"observed"
1,1,"428037002514","fia_small",FALSE,-99,"observed"
2,1,"428037002514","fia_small",FALSE,-99,"observed"
3,1,"428037002514","fia_small",FALSE,-99,"observed"
1,1,"428069000583","fia_small",FALSE,-99,"observed"
1,1,"428069002553","fia_small",FALSE,-99,"observed"
2,1,"428069002553","fia_small",FALSE,-99,"observed"
1,1,"428069004385","fia_small",FALSE,-99,"observed"
2,1,"428069004385","fia_small",FALSE,-99,"observed"
3,1,"428069004385","fia_small",FALSE,-99,"observed"
4,1,"428069004385","fia_small",FALSE,-99,"observed"
1,1,"428079000128","fia_small",FALSE,-99,"observed"
1,1,"428079000396","fia_small",FALSE,-99,"observed"
2,1,"428079000396","fia_small",FALSE,-99,"observed"
1,1,"428079001197","fia_small",FALSE,-99,"observed"
2,1,"428079001197","fia_small",FALSE,-99,"observed"
1,1,"428079004231","fia_small",FALSE,-99,"observed"
2,1,"428079004231","fia_small",FALSE,-99,"observed"
3,1,"428079004231","fia_small",FALSE,-99,"observed"
4,1,"428079004231","fia_small",FALSE,-99,"observed"
1,1,"428089003458","fia_small",FALSE,-99,"observed"
1,1,"428089003723","fia_small",FALSE,-99,"observed"
1,1,"428089005472","fia_small",FALSE,-99,"observed"
2,1,"428089005472","fia_small",FALSE,-99,"observed"
3,1,"428089005472","fia_small",FALSE,-99,"observed"
1,1,"428097000005","fia_small",FALSE,-99,"observed"
2,1,"428097000005","fia_small",FALSE,-99,"observed"
3,1,"428097000005","fia_small",FALSE,-99,"observed"
4,1,"428097000005","fia_small",FALSE,-99,"observed"
1,1,"428097000332","fia_small",FALSE,-99,"observed"
2,1,"428097000332","fia_small",FALSE,-99,"observed"
1,1,"428097002743","fia_small",FALSE,-99,"observed"
1,1,"428097003794","fia_small",FALSE,-99,"observed"
2,1,"428097003794","fia_small",FALSE,-99,"observed"
1,1,"428103000428","fia_small",FALSE,-99,"observed"
2,1,"428103000428","fia_small",FALSE,-99,"observed"
1,1,"428103000454","fia_small",FALSE,-99,"observed"
1,1,"428103002083","fia_small",FALSE,-99,"observed"
2,1,"428103002083","fia_small",FALSE,-99,"observed"
1,1,"428103003023","fia_small",FALSE,-99,"observed"
2,1,"428103003023","fia_small",FALSE,-99,"observed"
3,1,"428103003023","fia_small",FALSE,-99,"observed"
1,1,"428103003300","fia_small",FALSE,-99,"observed"
2,1,"428103003300","fia_small",FALSE,-99,"observed"
3,1,"428103003300","fia_small",FALSE,-99,"observed"
1,1,"428103005846","fia_small",FALSE,-99,"observed"
2,1,"428103005846","fia_small",FALSE,-99,"observed"
3,1,"428103005846","fia_small",FALSE,-99,"observed"
1,1,"428103006129","fia_small",FALSE,-99,"observed"
2,1,"428103006129","fia_small",FALSE,-99,"observed"
1,1,"428107001349","fia_small",FALSE,-99,"observed"
1,1,"428107001461","fia_small",FALSE,-99,"observed"
1,1,"428107002838","fia_small",FALSE,-99,"observed"
2,1,"428107002838","fia_small",FALSE,-99,"observed"
3,1,"428107002838","fia_small",FALSE,-99,"observed"
4,1,"428107002838","fia_small",FALSE,-99,"observed"
1,1,"428107003107","fia_small",FALSE,-99,"observed"
2,1,"428107003107","fia_small",FALSE,-99,"observed"
1,1,"428107003681","fia_small",FALSE,-99,"observed"
1,1,"428107004824","fia_small",FALSE,-99,"observed"
1,1,"428107005577","fia_small",FALSE,-99,"observed"
2,1,"428107005577","fia_small",FALSE,-99,"observed"
1,1,"428115001163","fia_small",FALSE,-99,"observed"
2,1,"428115001163","fia_small",FALSE,-99,"observed"
1,1,"428115002475","fia_small",FALSE,-99,"observed"
2,1,"428115002475","fia_small",FALSE,-99,"observed"
3,1,"428115002475","fia_small",FALSE,-99,"observed"
4,1,"428115002475","fia_small",FALSE,-99,"observed"
1,1,"428115003218","fia_small",FALSE,-99,"observed"
1,1,"428115004503","fia_small",FALSE,-99,"observed"
2,1,"428115004503","fia_small",FALSE,-99,"observed"
1,1,"428127001066","fia_small",FALSE,-99,"observed"
1,1,"428127004348","fia_small",FALSE,-99,"observed"
1,1,"428127005103","fia_small",FALSE,-99,"observed"
2,1,"428127005103","fia_small",FALSE,-99,"observed"
1,1,"428127005959","fia_small",FALSE,-99,"observed"
2,1,"428127005959","fia_small",FALSE,-99,"observed"
1,1,"428131002331","fia_small",FALSE,-99,"observed"
2,1,"428131002331","fia_small",FALSE,-99,"observed"
3,1,"428131002331","fia_small",FALSE,-99,"observed"
4,1,"428131002331","fia_small",FALSE,-99,"observed"
5,1,"428131002331","fia_small",FALSE,-99,"observed"
1,1,"428131002822","fia_small",FALSE,-99,"observed"
1,1,"428131005788","fia_small",FALSE,-99,"observed"
1,1,"429001001606","fia_small",FALSE,-99,"observed"
2,1,"429001001606","fia_small",FALSE,-99,"observed"
3,1,"429001001606","fia_small",FALSE,-99,"observed"
1,1,"429011000176","fia_small",FALSE,-99,"observed"
1,1,"429011001966","fia_small",FALSE,-99,"observed"
2,1,"429011001966","fia_small",FALSE,-99,"observed"
3,1,"429011001966","fia_small",FALSE,-99,"observed"
4,1,"429011001966","fia_small",FALSE,-99,"observed"
1,1,"429011002316","fia_small",FALSE,-99,"observed"
2,1,"429011002316","fia_small",FALSE,-99,"observed"
3,1,"429011002316","fia_small",FALSE,-99,"observed"
1,1,"429011004419","fia_small",FALSE,-99,"observed"
1,1,"429011004834","fia_small",FALSE,-99,"observed"
2,1,"429011004834","fia_small",FALSE,-99,"observed"
3,1,"429011004834","fia_small",FALSE,-99,"observed"
4,1,"429011004834","fia_small",FALSE,-99,"observed"
5,1,"429011004834","fia_small",FALSE,-99,"observed"
1,1,"429011005331","fia_small",FALSE,-99,"observed"
2,1,"429011005331","fia_small",FALSE,-99,"observed"
3,1,"429011005331","fia_small",FALSE,-99,"observed"
4,1,"429011005331","fia_small",FALSE,-99,"observed"
1,1,"429011006026","fia_small",FALSE,-99,"observed"
1,1,"429029000448","fia_small",FALSE,-99,"observed"
2,1,"429029000448","fia_small",FALSE,-99,"observed"
1,1,"429029001068","fia_small",FALSE,-99,"observed"
2,1,"429029001068","fia_small",FALSE,-99,"observed"
3,1,"429029001068","fia_small",FALSE,-99,"observed"
1,1,"429029004165","fia_small",FALSE,-99,"observed"
2,1,"429029004165","fia_small",FALSE,-99,"observed"
3,1,"429029004165","fia_small",FALSE,-99,"observed"
4,1,"429029004165","fia_small",FALSE,-99,"observed"
1,1,"429041000926","fia_small",FALSE,-99,"observed"
1,1,"429041001294","fia_small",FALSE,-99,"observed"
1,1,"429041004550","fia_small",FALSE,-99,"observed"
2,1,"429041004550","fia_small",FALSE,-99,"observed"
3,1,"429041004550","fia_small",FALSE,-99,"observed"
1,1,"429075000731","fia_small",FALSE,-99,"observed"
2,1,"429075000731","fia_small",FALSE,-99,"observed"
3,1,"429075000731","fia_small",FALSE,-99,"observed"
4,1,"429075000731","fia_small",FALSE,-99,"observed"
1,1,"429077001176","fia_small",FALSE,-99,"observed"
2,1,"429077001176","fia_small",FALSE,-99,"observed"
1,1,"429095001273","fia_small",FALSE,-99,"observed"
1,1,"429133002077","fia_small",FALSE,-99,"observed"
1,1,"429133002620","fia_small",FALSE,-99,"observed"
2,1,"429133002620","fia_small",FALSE,-99,"observed"
3,1,"429133002620","fia_small",FALSE,-99,"observed"
1,1,"429133003531","fia_small",FALSE,-99,"observed"
2,1,"429133003531","fia_small",FALSE,-99,"observed"
