"source","dat","site","singletons","s0","n0","sim","nparts","real_po","real_r2","best_po_sim","sim_pos_from_best","sim_r2_from_best","ncomparisons","real_po_percentile","real_po_percentile_excl","real_r2_percentile","real_r2_percentile_excl"
"observed","mcdb","1576",TRUE,9,26,-99,"252",0.153846153846154,0.834862385321101,250,0.128102972724487,0.384856798512945,251,81.6733067729084,60.9561752988048,60.5577689243028,60.1593625498008
"observed","mcdb","1577",TRUE,4,18,-99,"47",0.166666666666667,0.818181818181818,25,0.136473429951691,-0.248465907532964,46,82.6086956521739,58.695652173913,56.5217391304348,54.3478260869565
"observed","mcdb","1578",TRUE,4,17,-99,"39",0.117647058823529,0.876923076923077,6,0.136222910216718,-0.187001430293394,38,68.4210526315789,23.6842105263158,76.3157894736842,73.6842105263158
"observed","mcdb","1579",TRUE,12,32,-99,"582",0.15625,0.808917197452229,114,0.124085628227194,0.531589386333209,581,83.9931153184165,67.986230636833,50.6024096385542,50.2581755593804
"observed","mcdb","1580",TRUE,4,7,-99,"3",0,1,-99,0.142857142857143,-0.481481481481481,2,0,0,100,100
"observed","mcdb","1581",TRUE,13,830,-99,"56475486126922706",0.287951807228916,0.721718062458803,2465,0.107092134479403,0.855660415339449,3999,99.4498624656164,99.4248562140535,11.2778194548637,11.2778194548637
"observed","mcdb","1582",TRUE,1,9,-99,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"observed","mcdb","1583",TRUE,3,40,-99,"133",0.375,0.60336011687363,47,0.134280303030303,-1.82771714144203,132,100,99.2424242424242,21.969696969697,21.2121212121212
"observed","mcdb","1584",TRUE,3,88,-99,"645",0.375,0.603537981269511,352,0.135160011328236,-2.91567548514412,642,99.6884735202492,99.3769470404984,20.8722741433022,20.7165109034268
"observed","mcdb","1585",TRUE,3,54,-99,"243",0.351851851851852,0.643818849449204,80,0.133991429445975,-Inf,242,99.5867768595041,99.1735537190083,26.0330578512397,25.6198347107438
"observed","mcdb","1586",TRUE,3,132,-99,"1452",0.378787878787879,0.643951685595818,685,0.13492887608584,-Inf,1357,100,99.9263080324245,27.4871039056743,27.4134119380987
"observed","mcdb","1587",TRUE,11,185,-99,"953689028",0.32972972972973,0.653177933853748,3715,0.117907855342214,0.839867685815382,3999,99.3998499624906,99.3748437109277,8.20205051262816,8.20205051262816
"observed","mcdb","1588",TRUE,7,219,-99,"36593044",0.228310502283105,0.764658163955113,3745,0.123183763977524,0.715693248577877,3999,95.3738434608652,94.8987246811703,23.4808702175544,23.4808702175544
"observed","mcdb","1589",TRUE,7,75,-99,"81612",0.333333333333333,0.631883259911894,1135,0.126312184262351,0.681350972124831,3893,99.3321346005651,99.1523246853326,14.9499100950424,14.9499100950424
"observed","mcdb","1590",TRUE,6,97,-99,"123755",0.268041237113402,0.708386382507611,1313,0.128124003950235,0.653154806948821,3946,96.9842878864673,96.249366447035,22.3517486061835,22.3517486061835
"observed","mcdb","1591",TRUE,4,88,-99,"4894",0.170454545454545,0.814814814814815,2501,0.135613793789149,0.329808079966108,2743,78.4177907400656,74.5534086766314,48.6693401385345,48.5599708348524
"observed","mcdb","1592",TRUE,5,75,-99,"12470",0.0933333333333333,0.937027707808564,2808,0.134921654501217,-Inf,3425,30.7153284671533,22.3941605839416,84.2043795620438,84.1751824817518
"observed","mcdb","1593",TRUE,5,38,-99,"918",0.0526315789473684,0.975490196078431,225,0.132825179689311,0.441771046519765,908,11.5638766519824,2.20264317180617,97.6872246696035,97.5770925110132
"observed","mcdb","1594",TRUE,9,31,-99,"732",0.225806451612903,0.737098344693281,67,0.130007089684509,0.535604706932427,728,95.8791208791209,91.8956043956044,34.0659340659341,33.9285714285714
"observed","mcdb","1595",TRUE,4,23,-99,"94",0.130434782608696,0.812709030100334,80,0.133707339878448,-0.0417971079420996,93,66.6666666666667,40.8602150537634,54.8387096774194,53.763440860215
"observed","mcdb","1596",TRUE,11,11,-99,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"observed","mcdb","1597",TRUE,2,13,-99,"6",0,1,-99,0.123076923076923,-2.3878991939598,5,20,0,100,80
"observed","mcdb","1598",TRUE,8,16,-99,"22",0.125,0.8125,17,0.119047619047619,-Inf,21,80.9523809523809,38.0952380952381,66.6666666666667,61.9047619047619
"observed","mcdb","1599",TRUE,5,15,-99,"30",0.266666666666667,0.645161290322581,8,0.135632183908046,-Inf,29,96.551724137931,89.6551724137931,34.4827586206897,31.0344827586207
"observed","mcdb","1600",TRUE,5,39,-99,"1014",0.205128205128205,0.573643410852713,62,0.132547145573198,0.337792755586044,998,90.5811623246493,85.5711422845691,18.5370741482966,18.436873747495
"observed","mcdb","1601",TRUE,7,19,-99,"65",0.315789473684211,0.546478873239437,2,0.129111842105263,0.457348283956104,64,98.4375,96.875,20.3125,18.75
"observed","mcdb","1602",TRUE,1,1,-99,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"observed","mcdb","1603",TRUE,3,17,-99,"24",0.294117647058824,0.678571428571429,21,0.135549872122762,-1.37074069379795,23,100,95.6521739130435,43.4782608695652,39.1304347826087
"observed","mcdb","1604",TRUE,8,12,-99,"5",0.0833333333333333,0.857142857142857,1,0.104166666666667,0.00595238095238099,4,75,0,100,75
